question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
77,3-24-803-2,What is the approximate time to open an account for savings certificates or treasury bills?,1,1,1,1,1,3-24-803-2|3-24-1852-3|3-24-803-3|3-24-1836-1|3-24-1852-2|3-24-800-1|3-24-723-1|3-24-800-3|3-24-725-1|3-24-799-1|3-24-801-3|3-24-726-1|3-24-803-1|3-24-1848-1|3-24-1857-1
78,3-25-811-1,What are the eligibility criteria for village credit enterprises to obtain small and medium-scale loans?,0,0,1,1,1,3-25-1860-1|3-25-812-1|3-25-807-2|3-25-811-1|3-25-806-1|3-25-807-1|3-25-806-2|3-25-807-3|3-25-2368-1|3-25-666-1|3-25-1860-4|3-25-809-2|3-25-1861-1|3-25-808-2|3-25-1860-2
79,3-24-2367-1,What is the specific topic related to RDB accounts under the bank accounts subcategory?,1,1,1,1,1,3-24-2367-1|3-25-2368-4|3-24-1836-3|3-24-799-3|3-25-2368-2|3-25-567-1|3-25-567-2|3-25-567-4|3-25-2368-1|3-26-775-1|3-25-2368-3|3-90-774-1|10-61-1790-3|3-24-799-2|3-24-724-2
80,3-26-1156-7,What are the additional requirements for obtaining club licenses?,1,1,1,1,1,3-26-1156-7|10-65-404-2|10-65-398-2|10-65-390-2|10-65-400-2|10-65-400-4|3-26-1156-5|11-68-1150-1|3-24-800-3|11-68-1150-2|10-65-404-1|1-16-1600-3|3-26-1156-4|10-65-398-4|10-65-402-1
81,3-25-1860-3,"What are the guarantor requirements for small and medium scale loans below Rs. 100,000/-?",0,1,1,1,1,3-25-1860-4|3-25-1860-3|3-25-1860-1|3-25-807-2|3-25-1861-1|3-25-812-1|3-25-811-1|3-25-807-3|3-25-807-1|3-25-1860-2|3-25-806-2|3-25-666-1|3-25-808-2|3-25-2368-1|3-25-808-3
82,3-24-981-1,What are the different child accounts offered and what are the age qualifications associated with them?,0,0,0,1,1,3-24-1848-1|3-24-801-3|3-24-726-1|3-24-801-1|3-24-801-2|3-24-981-1|3-24-800-3|7-40-991-4|7-40-1806-1|3-24-1836-1|3-24-799-1|3-24-1852-2|3-24-800-1|7-40-1800-1|9-50-1615-1
83,3-24-1038-1,What are the different types of savings accounts offered by Vanitha Shakthi Bank Societies?,1,1,1,1,1,3-24-1038-1|3-24-1038-3|3-24-1038-2|3-24-1836-1|3-24-1836-3|3-25-808-1|3-24-1848-1|3-24-1857-1|3-24-800-3|3-24-1856-1|3-24-801-3|3-24-800-1|3-25-806-2|3-24-799-5|3-24-801-2
84,3-25-567-1,What are the dates on which applications for an income certificate can be submitted to the Divisional Secretariat?,0,0,0,0,0,7-41-481-2|10-64-586-2|10-64-586-1|3-25-844-1|9-52-584-3|9-51-583-3|9-50-581-4|9-50-581-2|9-50-355-1|9-50-581-5|9-51-583-2|9-51-367-1|10-58-595-1|6-38-850-2|2-21-672-1
85,3-26-775-1,What services can Bank of Ceylon account holders obtain through Saybank Insurance Services?,1,1,1,1,1,3-26-775-1|10-89-1224-3|3-90-805-3|3-24-1848-1|3-24-1836-1|3-25-813-2|6-37-375-9|3-90-805-2|10-62-1276-3|3-25-2368-1|3-24-799-2|3-25-813-1|3-25-2368-2|3-24-1836-3|3-24-1836-2
86,3-26-867-1,Who can avail the tax clearance certificate service described?,1,1,1,1,1,3-26-867-1|5-32-463-3|5-32-462-3|3-26-864-1|3-26-865-1|5-32-461-1|5-32-462-1|3-26-866-1|10-89-1224-4|5-32-463-1|3-25-844-2|2-22-708-2|9-49-396-1|5-32-461-2|6-38-850-2
87,3-24-802-1,What are the qualifications and benefits for opening a Women&#39;s Gold Account?,0,1,1,1,1,3-24-1852-2|3-24-1856-1|3-24-802-1|3-24-801-3|3-24-800-3|3-24-1038-1|3-24-1857-1|3-24-802-3|3-24-1038-3|3-24-1038-2|3-90-774-1|3-24-799-1|3-24-800-1|3-24-801-2|3-24-1836-1
88,3-24-1836-3,What documents are required to open a cooperative society account?,1,1,1,1,1,3-24-1836-3|3-24-800-3|3-24-799-3|3-24-799-2|3-24-1038-2|3-24-1836-1|3-24-1038-1|3-24-1038-3|10-89-514-2|3-24-799-1|3-24-800-1|9-49-396-1|7-41-987-1|10-56-1217-1|6-37-375-6
89,3-26-765-1,What documents are required to obtain detailed meteorological reports for insurance claims?,0,1,1,1,1,3-26-765-2|12-71-765-2|3-26-765-1|12-71-765-1|12-71-771-2|12-71-767-3|12-71-764-3|12-71-764-2|12-71-764-1|12-71-769-1|12-71-771-1|12-71-764-4|12-71-767-1|6-37-375-4|12-71-1148-2
90,3-25-809-1,What is the main objective of the &quot;Kapruka&quot; loan scheme and with which board is it implemented?,1,1,1,1,1,3-25-809-1|3-25-809-2|3-25-2368-2|3-25-812-1|3-25-808-2|3-25-807-2|3-25-808-1|3-25-806-2|3-25-808-3|3-25-761-1|3-25-1860-1|3-25-2368-1|3-25-2368-5|3-25-806-1|3-25-2368-4
91,3-24-799-3,What are the eligibility criteria for opening a Prestige Plus account?,0,1,1,1,1,3-24-799-2|3-24-799-3|3-24-1852-2|3-24-800-3|3-24-799-1|3-24-1836-1|3-24-1857-1|3-24-802-1|3-24-800-1|3-26-865-1|3-24-1836-2|3-24-1848-1|3-24-801-3|3-24-800-2|3-24-724-1
92,3-24-800-3,What are the eligibility criteria and required documents for opening a general rupee savings account for clubs and societies?,1,1,1,1,1,3-24-800-3|3-24-800-1|3-24-799-2|3-24-1836-1|3-24-801-3|3-24-801-2|3-24-1836-3|3-24-1852-2|3-24-723-1|3-24-801-1|3-24-802-1|3-24-799-1|3-24-1857-1|3-24-803-2|3-24-800-2
93,9-51-582-4,What is the first step an applicant should take to obtain a marriage certificate?,0,0,0,0,0,9-51-583-4|9-51-583-2|9-51-583-3|9-51-583-5|9-51-583-1|9-51-367-1|9-51-1621-2|9-51-583-6|6-38-847-2|9-51-353-2|9-51-352-1|9-51-1621-1|6-37-2327-1|9-51-353-3|3-26-1156-5
94,9-51-583-4,What is the legal validity of a copy of a marriage certificate obtained from the Divisional Secretariat?,1,1,1,1,1,9-51-583-4|9-51-583-1|9-51-367-1|9-51-583-5|9-51-582-6|9-51-582-4|9-51-582-3|9-51-582-1|9-51-582-2|9-51-582-5|9-51-583-2|9-51-583-6|9-50-580-2|9-51-1621-2|9-50-580-1
95,9-50-359-1,Who is eligible to apply for delayed birth registration?,1,1,1,1,1,9-50-359-1|9-50-359-2|9-50-1604-1|9-50-2-1|7-40-991-4|9-50-3-1|5-29-486-2|9-50-4-1|9-50-6-1|9-50-1492-2|9-54-485-2|9-50-1492-1|9-50-1561-2|9-50-1615-1|5-29-487-2
96,9-50-581-3,What supporting documents are required for an applicant over 18 years of age to make changes to the birth certificate?,0,0,0,1,1,9-50-359-2|6-38-846-2|9-50-1604-1|9-50-1561-1|9-50-1561-2|4-27-1766-1|9-50-581-5|9-50-581-3|9-50-1615-1|9-50-581-4|10-65-390-5|9-50-581-2|9-50-359-1|9-54-485-10|6-93-842-3
97,9-51-353-3,What is the minimum age requirement for both parties when submitting an upcountry marriage advertisement?,1,1,1,1,1,9-51-353-3|9-51-1621-1|9-51-352-1|9-51-353-2|9-50-1604-1|9-54-485-2|7-40-991-4|4-91-637-1|9-51-1621-2|5-29-486-2|3-24-1858-2|9-50-1615-1|3-24-726-1|3-24-799-1|6-38-847-1
98,9-49-396-1,What are the forms required to request a certificate confirming citizenship for people of Indian origin?,1,1,1,1,1,9-49-396-1|9-51-583-4|9-50-355-1|9-51-583-2|9-51-367-1|9-50-359-2|9-51-583-5|9-50-359-1|9-49-722-1|11-66-735-1|6-38-849-2|9-51-583-3|9-50-1615-1|9-51-583-1|6-37-375-6
99,9-52-584-3,What are the working days and opening hours for submitting the death registration application at the Divisional Secretariat?,1,1,1,1,1,9-52-584-3|7-41-481-2|10-64-586-2|9-52-584-1|9-52-584-4|9-52-584-5|9-52-584-2|9-52-7-1|6-38-852-2|9-52-9-1|12-92-876-2|9-52-12-2|5-29-486-4|9-51-583-3|7-41-987-3
100,9-50-581-9,What is the stamp duty fee for making changes to a birth certificate through the Divisional Secretariat?,0,0,0,1,1,9-50-581-4|9-50-581-7|9-50-581-2|9-50-581-6|9-50-581-5|9-50-581-8|9-50-581-1|9-50-355-1|9-50-581-9|9-50-581-3|7-41-481-2|9-51-583-6|9-50-580-2|9-50-579-3|9-50-580-1
101,9-50-581-1,What changes can be made to a birth certificate through the Divisional Secretariat?,0,0,0,1,1,9-50-581-8|9-50-581-4|9-50-581-5|9-50-581-2|9-50-581-6|9-50-581-7|9-50-581-9|9-50-581-1|9-50-581-3|9-50-579-1|9-50-579-4|9-50-580-2|9-50-580-1|9-50-579-2|9-50-1561-1
102,9-50-1604-1,What are the main age requirements that apply to the child and the applicant in the process of adopting a child?,1,1,1,1,1,9-50-1604-1|7-40-991-4|7-40-1806-1|7-40-991-3|3-24-726-1|7-40-1797-1|9-50-1615-1|7-40-1854-1|7-39-1854-1|7-39-1797-1|3-24-801-3|7-40-1801-1|7-39-1806-1|7-40-1808-1|7-39-1807-1
103,9-49-391-1,Under which categories can one apply for dual citizenship in Sri Lanka?,1,1,1,1,1,9-49-391-1|5-29-486-2|9-49-392-1|9-54-485-2|4-27-407-1|10-65-390-2|6-37-375-6|3-24-1858-2|4-27-1767-1|6-37-387-3|3-24-1836-1|8-45-1112-1|3-24-799-1|6-37-375-10|8-45-1110-1
104,9-50-3-1,What documents are required to register a birth that occurred in a rural hospital?,1,1,1,1,1,9-50-3-1|9-50-4-1|9-52-11-1|9-50-1492-1|9-50-359-2|9-50-6-1|9-50-359-1|9-50-2-1|9-50-1492-2|9-50-355-1|9-50-1561-2|9-52-12-1|9-49-392-1|9-52-12-2|7-41-488-3
105,9-51-582-2,What are the working days and opening hours of the window to obtain a marriage notice form for a marriage certificate from the Divisional Secretariat?,0,0,0,1,1,9-51-583-3|7-41-481-2|9-51-582-6|9-52-584-3|9-51-582-3|9-51-582-4|9-51-582-2|10-64-586-2|9-51-582-5|9-51-582-1|9-51-367-1|9-51-583-2|9-51-352-1|9-51-583-4|6-38-847-2
106,9-54-485-4,"Who is responsible for appointing enumerators for the electoral roll registration process, and what is their main role?",0,1,1,1,1,9-54-485-1|9-54-485-4|9-54-485-7|9-54-485-11|9-54-485-3|5-29-486-3|5-29-487-3|5-29-487-1|5-29-486-1|5-29-487-2|9-54-485-6|9-54-485-8|9-54-485-10|9-54-485-12|9-54-485-9
107,9-54-485-5,"What are the eligibility criteria for a Sri Lankan citizen to register on the electoral rolls, and what is the age eligibility date?",0,1,1,1,1,9-54-485-2|5-29-486-2|9-54-485-5|10-65-390-2|10-65-398-2|3-24-1858-2|9-49-391-1|8-45-1112-1|3-24-799-1|8-45-1110-1|3-24-799-2|4-91-637-1|2-21-599-1|8-45-1114-1|3-24-1858-1
108,9-51-352-3,What is the accepted payment method for the listed marriage registration fees?,0,1,1,1,1,9-51-352-2|9-51-352-3|9-51-583-6|9-51-367-1|9-51-583-5|2-21-1622-1|9-51-353-3|9-51-583-3|9-51-352-1|4-27-1766-2|5-29-487-4|6-38-847-1|9-54-485-9|9-51-1621-1|10-65-408-7
109,9-54-485-1,"What is considered the registration date for electoral purposes, and what is the minimum age requirement for citizens to be included?",0,0,0,1,1,9-54-485-2|9-54-485-5|9-54-485-8|5-29-486-2|9-54-485-7|5-29-486-3|9-50-1604-1|9-54-485-1|9-51-353-3|9-54-485-10|9-54-485-6|5-29-486-4|9-54-485-3|9-54-485-12|5-29-487-2
110,9-52-366-2,What is the fee for translating a death certificate?,1,1,1,1,1,9-52-366-2|9-52-1603-1|9-52-7-1|10-62-743-1|9-52-584-5|9-52-585-5|9-51-364-1|9-52-585-2|9-52-366-1|4-27-1766-2|9-52-585-3|9-52-12-2|9-52-585-1|9-50-365-1|9-52-584-2
111,9-54-485-9,What are the penalties for individuals who fail to provide the required information or who intentionally provide false information during the voter registration process?,0,1,1,1,1,5-29-487-4|9-54-485-9|5-29-486-5|5-29-487-1|5-29-487-2|9-54-485-10|9-54-485-6|5-29-486-3|5-29-486-2|5-29-487-5|9-54-485-2|5-29-486-6|5-29-487-3|5-29-486-1|9-54-485-8
112,9-50-1492-2,What is the deadline for free birth registration and what additional document is provided free of charge?,1,1,1,1,1,9-50-1492-2|9-50-359-2|9-50-359-1|9-50-4-1|9-50-2-1|9-50-3-1|9-51-352-2|9-50-1561-2|2-21-1622-1|9-50-1561-1|5-29-487-4|9-50-1492-1|5-29-486-3|3-24-725-1|9-50-355-1
113,9-50-579-4,How much are the stamp fees for obtaining a birth certificate after various time limits?,0,0,0,0,0,9-50-1492-2|9-51-583-6|9-50-359-1|9-52-584-5|11-68-729-1|9-50-355-1|11-66-745-1|9-51-583-5|9-50-359-2|3-24-725-1|11-66-750-2|11-66-718-1|11-66-733-1|9-49-722-1|11-66-736-1
114,9-51-353-1,What are the relevant geographical areas for marriage registration under Kandy law?,1,1,1,1,1,9-51-353-1|9-51-353-3|9-51-353-2|9-51-352-1|9-51-1621-1|9-51-352-2|9-51-583-4|9-51-1621-2|9-51-352-3|9-51-367-1|2-21-1622-1|9-51-583-1|9-51-582-4|9-51-582-3|9-51-582-2
115,9-50-359-2,What documents are required for late registration of a birth after one year?,1,1,1,1,1,9-50-359-2|9-50-359-1|9-50-1561-2|9-50-1492-2|9-50-2-1|9-50-4-1|9-50-3-1|9-50-1604-1|6-38-846-2|9-54-485-8|9-50-6-1|9-50-581-2|9-50-581-4|9-50-355-1|9-50-581-1
116,9-50-581-2,"What specific applications are required for different types of changes, such as changing the mother&#39;s name or father&#39;s name on the birth certificate?",0,1,1,1,1,9-50-1561-1|9-50-359-2|9-50-581-2|9-50-581-4|9-50-581-5|9-50-1561-2|9-50-581-6|9-50-581-9|9-50-581-8|9-50-581-1|9-50-581-7|9-50-581-3|4-27-1766-1|5-29-486-7|9-50-1604-1
117,9-52-584-4,How does an applicant obtain a death certificate after successful registration?,0,0,1,1,1,9-52-584-2|9-52-7-1|9-52-12-2|9-52-584-4|9-52-9-1|9-52-584-5|9-52-584-1|9-52-11-1|9-52-12-1|9-52-10-1|9-51-583-2|5-29-486-1|6-38-852-2|10-62-743-1|9-52-366-2
118,9-50-2-1,What is the basic step in registering a home birth and within how many days must it be reported?,1,1,1,1,1,9-50-2-1|9-50-1492-2|9-50-4-1|9-50-3-1|9-50-359-2|9-50-359-1|9-50-1492-1|9-52-9-1|5-29-487-3|5-29-486-4|9-50-6-1|9-52-12-1|8-44-929-2|9-54-485-7|8-44-927-2
119,11-66-733-1,What is the fee for obtaining the application form for the bulk mail service?,1,1,1,1,1,11-66-733-1|11-66-745-1|11-66-747-1|11-66-738-1|5-31-730-1|11-66-718-1|11-66-719-1|11-68-729-1|11-66-733-2|11-66-746-1|11-66-717-1|2-23-740-1|11-66-732-1|11-66-735-1|3-24-724-1
120,11-66-737-1,What are the fees to be paid for availing the &#39;Send a parcel abroad&#39; service?,0,1,1,1,1,11-66-749-2|11-66-745-1|11-66-737-1|11-66-750-2|11-66-747-1|10-64-748-1|11-66-739-1|4-27-454-2|11-66-720-1|10-57-411-3|5-31-744-1|10-57-1285-2|10-57-1645-2|10-57-1290-2|11-66-735-1
121,11-66-715-1,What documents are required to obtain a regular money order?,1,1,1,1,1,11-66-715-1|11-66-720-1|11-66-718-1|11-66-718-2|11-66-717-1|11-66-719-1|11-66-749-3|3-24-803-2|6-38-846-2|11-66-719-2|11-66-720-2|11-66-716-1|3-24-1858-1|6-37-375-6|11-66-1162-1
122,11-66-733-2,Is there a specific application for bulk mail service?,0,1,1,1,1,11-66-733-1|11-66-733-2|11-66-732-3|11-66-747-1|5-31-730-1|11-66-745-1|11-66-738-1|11-66-746-1|11-68-729-1|11-66-719-1|11-66-718-1|11-66-749-1|11-66-749-3|11-66-749-2|2-23-740-1
123,11-66-750-1,What are the eligibility criteria for business mail facilities?,1,1,1,1,1,11-66-750-1|11-66-732-1|3-24-724-1|11-66-728-1|11-66-745-1|3-24-799-2|11-66-718-1|11-66-717-1|2-23-740-1|11-68-729-1|11-66-720-1|11-66-733-1|11-66-747-1|11-66-749-1|10-58-593-3
124,11-66-732-2,What is the name and telephone number of the Deputy Postmaster General in charge of operations for business response envelopes and card services?,0,1,1,1,1,4-91-1095-2|11-66-732-2|11-66-747-2|11-66-720-2|7-43-701-2|11-66-719-2|8-47-1207-2|11-66-745-2|10-62-1272-2|11-66-733-2|11-67-1117-2|6-38-848-2|10-94-2092-3|11-66-718-2|11-67-1115-2
125,11-66-749-4,What arrangements can be made if the recipient is unable to personally receive the imported books or magazines?,0,0,0,1,1,11-66-749-3|10-57-411-1|7-43-626-1|11-66-749-1|10-59-435-1|10-89-1224-4|11-66-719-1|5-31-744-1|11-66-749-4|11-66-720-1|10-65-424-1|11-66-749-2|11-66-745-2|10-89-1224-3|10-65-424-2
126,11-68-931-3,What happens if the Department does not receive a response to a renewal application from a registered licensee within 6 months?,0,0,1,1,1,10-55-931-2|11-68-931-4|5-32-704-2|11-68-931-3|11-68-931-2|3-26-1156-3|3-26-1156-1|10-65-397-3|10-65-397-2|10-65-404-3|10-65-402-2|5-32-522-1|5-29-487-4|5-32-713-1|5-31-457-3
127,11-66-747-2,How should I file a complaint regarding non-delivery of a letter sent by express mail?,1,1,1,1,1,11-66-747-2|11-66-745-2|11-66-719-1|5-31-744-1|6-93-842-2|11-66-747-1|11-66-719-2|5-31-1122-1|11-66-745-1|11-66-732-3|11-66-718-1|5-31-469-2|5-31-460-1|11-66-718-2|5-32-470-2
128,11-66-745-2,"What documents and information are useful when submitting a written complaint regarding a damaged postal item, especially an express letter?",1,1,1,1,1,11-66-745-2|11-66-747-2|5-31-457-3|11-66-732-3|6-93-842-2|5-31-744-1|6-93-842-3|5-31-460-2|5-31-460-3|5-31-457-2|5-32-470-2|5-31-1122-1|11-66-719-1|11-66-719-2|11-66-749-4
129,11-67-833-1,Who is the officer in charge of the department&#39;s website service and which division maintains it?,0,1,1,1,1,1-87-662-1|11-67-836-3|11-67-833-1|11-67-1120-2|4-91-1095-2|5-32-705-2|12-72-1099-2|10-62-836-3|2-75-669-2|2-22-712-2|5-30-1340-2|12-95-1118-2|5-31-460-4|11-66-732-2|10-55-731-2
130,11-66-720-2,Who should I contact if I have received money fraudulently through foreign money orders and British postal orders?,1,1,1,1,1,11-66-720-2|11-66-720-1|11-66-719-1|11-66-718-1|11-66-718-2|11-66-719-2|11-66-1162-1|3-90-805-1|11-66-715-1|11-66-717-1|11-66-716-1|10-65-420-7|11-66-749-3|11-66-749-4|5-31-744-1
131,11-68-648-1,When was the Department of Motor Traffic established and what was its primary purpose?,1,1,1,1,1,11-68-648-1|4-27-653-1|4-27-649-1|10-65-397-3|10-65-395-2|10-65-397-2|10-65-390-3|7-39-651-1|10-65-402-2|10-65-408-5|10-65-404-1|10-65-398-1|10-65-404-3|10-65-408-1|5-32-473-3
132,11-66-718-1,"What is the service described, and who is eligible to make a complaint or request for it?",0,0,0,0,0,5-31-469-1|10-88-934-1|10-88-934-2|11-66-719-1|5-31-1326-1|5-31-744-1|5-32-522-1|11-66-719-2|2-23-760-1|6-93-842-2|11-66-747-2|5-32-704-1|6-37-380-2|11-66-732-3|5-31-483-3
133,11-68-931-1,"Who is eligible to renew licenses under the “Repairers, Manufacturers and Sellers License Renewal” service?",0,1,1,1,1,10-55-931-1|11-68-931-1|10-55-931-2|11-68-931-2|11-68-931-4|10-55-931-3|10-55-931-5|11-68-931-3|11-68-931-6|11-68-931-5|10-55-931-4|10-65-397-2|10-65-397-5|10-57-431-1|10-65-397-3
134,11-67-1176-1,What are some of the main functions of the Planning and Monitoring Unit (PMU)?,0,0,1,1,1,2-22-1176-1|10-65-1176-1|6-85-1176-1|11-67-1176-1|12-95-986-1|1-87-663-1|12-95-985-1|12-95-985-2|5-30-1337-1|1-87-658-1|12-95-989-1|2-22-712-2|1-87-657-1|2-22-710-2|12-95-988-1
135,11-68-931-6,"What is the registration fee for renewing the licenses of repairers, manufacturers, and sellers?",0,1,1,1,1,10-55-931-5|10-55-931-3|11-68-931-6|11-68-931-4|10-55-931-1|11-68-931-5|11-68-931-1|10-55-931-2|11-68-931-2|10-55-931-4|11-68-931-3|10-57-431-3|8-44-929-3|8-47-1782-3|10-88-927-3
136,11-67-835-1,Who are the officers in charge of the Matara and Kandy sales counters and what are their email addresses?,1,1,1,1,1,11-67-835-1|10-62-836-3|11-67-836-3|10-62-1274-4|2-22-712-2|11-66-732-2|4-91-674-4|10-55-1275-2|6-36-1273-4|10-55-731-2|10-56-1174-4|10-57-1291-2|10-94-2097-2|10-59-1274-3|11-66-720-2
137,11-67-836-3,Who is the staff officer in charge of the &#39;Microdata File Retrieval&#39; service?,1,1,1,1,1,11-67-836-3|10-62-836-3|11-67-836-1|10-62-836-1|10-62-836-2|11-67-836-2|2-75-669-2|6-36-1273-4|11-66-734-2|5-32-705-2|5-30-1340-2|11-67-1269-6|11-66-732-2|11-67-1269-7|6-35-1274-3
138,11-67-1269-4,What are the fees for processing applications for investment projects under Sections 16 or 17 of the BOI Law?,0,0,0,0,0,8-44-1270-2|7-43-1270-2|10-89-1269-2|10-55-1269-5|10-62-1269-2|10-59-1269-2|8-44-1269-2|10-57-1270-2|10-55-1269-2|10-89-1269-5|10-59-1270-2|11-67-1269-2|8-44-1269-4|10-59-1269-5|10-59-1270-1
139,11-66-749-3,What documents are required when importing books or magazines in bulk from other countries? Who is the officer in charge of this service?,1,1,1,1,1,11-66-749-3|10-59-435-1|10-57-1278-4|11-66-749-2|10-57-411-1|10-59-435-2|10-88-936-1|10-89-1224-4|10-65-415-2|10-94-2099-1|11-66-745-2|10-57-409-3|10-65-424-2|11-66-720-1|11-66-720-2
140,11-67-1120-1,Where can I get applications for the Rock Laboratory service?,1,1,1,1,1,11-67-1120-1|11-67-1120-2|11-67-1116-1|2-22-700-6|10-55-1288-3|11-67-1117-1|8-45-1111-2|12-71-767-3|11-66-732-3|8-45-1110-2|8-45-1111-1|11-67-1117-2|12-71-767-1|11-67-1269-8|10-59-1269-9
141,11-66-738-1,What are the charges for local messaging service?,1,1,1,1,1,11-66-738-1|11-67-1645-2|11-66-739-1|10-57-1645-2|4-91-1164-1|5-32-470-3|4-27-454-2|10-57-1285-2|11-66-749-2|3-25-844-2|5-28-419-10|11-66-747-1|11-66-716-1|2-23-740-1|5-32-462-3
142,11-67-837-2,What is the phone number for the LLRC unit?,1,1,1,1,1,11-67-837-2|10-62-837-3|3-25-844-2|3-26-864-3|3-26-765-2|2-22-711-2|4-27-649-3|2-75-669-2|1-16-1423-3|10-57-1279-3|8-47-699-2|8-48-694-2|11-66-734-2|11-66-719-2|3-90-1837-1
143,1-16-618-1,What are the main steps in the job guidance program for technical college graduates?,1,1,1,1,1,1-16-618-1|1-16-614-2|1-16-779-1|1-16-614-1|1-20-2114-2|1-16-781-1|1-16-777-1|1-16-616-1|1-16-619-1|10-58-824-1|1-16-824-1|1-16-786-1|1-16-614-4|1-16-782-1|1-20-2114-1
144,1-87-951-1,How to request Ayurvedic books for public libraries?,1,1,1,1,1,1-87-951-1|7-43-626-1|10-57-920-2|7-39-959-1|10-62-950-1|4-97-1484-1|10-57-920-1|6-36-958-1|11-67-1484-1|1-15-919-1|1-87-1085-1|1-87-665-1|8-47-1254-1|7-41-953-1|4-27-1465-1
145,1-87-662-1,What are the primary services provided by the Department of Education Publications&#39; Installation Unit under Departmental Administration and Record Keeping?,1,1,1,1,1,1-87-662-1|1-87-661-1|1-87-658-1|1-87-657-1|1-87-659-1|1-87-660-1|1-87-663-1|1-87-656-1|6-34-845-5|1-87-664-1|2-22-712-2|6-85-1176-1|2-22-708-2|11-67-1176-1|11-66-734-2
146,1-16-1166-1,"What is the main function of the &quot;Recognition of Prior Learning&quot; service, and what documentation is required for it?",1,1,1,1,1,1-16-1166-1|1-16-941-3|1-16-620-1|1-16-783-1|1-16-1600-1|10-65-397-5|1-16-1602-6|1-16-1600-5|1-16-1103-3|1-20-2114-2|1-87-657-1|1-16-1602-2|1-16-1103-2|1-87-658-1|1-16-1600-7
147,1-16-1602-3,Under what conditions is a certificate of competency not valid for service on ships where steam boilers are part of the machinery of ships issued?,1,1,1,1,1,1-16-1602-3|1-16-1602-1|1-16-1602-2|1-16-1602-4|1-16-1600-3|1-16-1602-6|1-16-1600-7|1-16-1600-1|1-16-1600-5|1-16-1600-2|1-16-1600-4|6-36-1609-1|1-16-620-1|6-36-1609-2|6-36-1608-2
148,1-16-1423-1,What are some of the key features of the TVEC website?,1,1,1,1,1,1-16-1423-1|1-16-941-1|1-16-1267-1|1-16-1423-2|1-16-941-2|1-16-941-3|1-16-1423-3|1-16-938-2|1-16-938-3|1-16-938-1|1-16-943-2|1-16-1421-1|1-87-657-1|11-67-1343-1|8-47-1324-2
149,1-16-773-1,"What is the application process for vocational training courses, application deadlines, and required documents?",0,1,1,1,1,1-16-777-2|1-16-1103-3|1-16-773-1|1-16-783-1|1-16-781-1|1-16-779-1|1-16-777-1|1-16-782-1|1-16-1103-2|12-70-768-1|6-86-768-1|1-16-944-1|1-16-1166-1|1-16-786-1|1-16-782-3
150,1-16-1607-2,What are the essential documents required to revalidate a Continuous Service Exemption Certificate (CDC)?,0,1,1,1,1,1-16-1607-1|1-16-1607-2|1-16-1606-1|1-16-1606-2|6-36-1608-2|7-40-991-5|10-89-1224-4|9-49-396-1|2-22-708-2|1-16-1166-1|6-34-845-4|6-34-845-3|9-50-359-2|11-66-718-2|3-26-864-2
151,1-20-2114-1,Who is the target audience for diploma courses in human resource management?,1,1,1,1,1,1-20-2114-1|1-20-2114-2|1-20-2114-3|1-20-2115-1|1-20-2113-1|1-20-2113-2|1-16-618-1|1-20-2113-3|1-20-2115-3|1-20-2115-2|1-16-2254-1|12-95-988-2|1-20-2116-1|1-16-782-1|4-97-1478-1
152,1-87-658-1,What are the main responsibilities of the Planning Unit of the Department of Educational Publications regarding textbook production and quality improvement programs?,1,1,1,1,1,1-87-658-1|1-87-659-1|1-87-656-1|1-87-657-1|1-87-661-1|1-87-663-1|1-87-662-1|6-85-1176-1|1-87-660-1|11-67-1176-1|2-22-1176-1|10-65-1176-1|2-22-710-2|1-87-664-1|2-22-712-2
153,1-16-1109-1,Where can I get more information about the Vocational Education and Training Centers provided by the Authority?,1,1,1,1,1,1-16-1109-1|1-16-1103-3|1-16-786-1|1-16-777-1|1-16-943-2|1-16-1103-1|1-16-616-2|1-16-944-4|1-16-1423-1|1-16-1423-3|1-16-943-1|1-16-1103-4|1-16-773-1|1-16-782-1|1-16-821-1
154,1-16-781-1,What is the fee to be paid to access the Entrepreneurship Development Program service?,1,1,1,1,1,1-16-781-1|1-16-619-1|10-55-1269-5|2-22-707-2|10-62-1269-5|8-44-1269-4|10-59-1269-5|1-16-777-2|10-89-1269-5|8-46-827-3|10-62-1276-2|10-57-1270-2|8-48-1563-2|7-43-1270-2|8-44-1270-2
155,1-87-665-1,"How many bookstores are there run by the Department of Educational Publications, and what types of books can be purchased there?",1,1,1,1,1,1-87-665-1|1-87-659-1|1-87-664-1|1-87-658-1|1-87-662-1|1-87-656-1|1-87-661-1|1-87-663-1|7-43-626-1|1-87-1481-1|1-87-657-1|1-87-1085-1|1-87-660-1|1-87-951-1|11-67-834-1
156,1-16-1421-1,What are the main objectives of the Research Unit for the Promotion of Vocational Education and Training (TVET)?,1,1,1,1,1,1-16-1421-1|1-16-1423-1|1-16-943-1|1-87-661-1|1-16-941-1|1-16-938-1|1-16-1267-1|1-16-943-2|1-16-938-2|1-16-941-2|1-16-786-1|1-16-822-1|1-16-943-3|1-16-823-1|1-16-777-1
