question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
77,3-24-803-2,What is the approximate time frame to open an account for savings certificates or treasury bills?,1,1,1,1,1,3-24-803-2|3-24-1852-3|3-24-803-3|3-24-1836-1|3-24-800-1|3-24-800-3|3-24-723-1|3-24-1852-2|3-24-799-1|3-24-725-1|3-24-801-3|3-24-803-1|3-24-1848-1|3-24-726-1|3-24-1857-1
78,3-25-811-1,What are the eligibility criteria for &quot;Kamata Naya&quot; companies to avail small and medium loans?,0,1,1,1,1,3-25-1860-1|3-25-811-1|3-25-812-1|3-25-2368-1|3-25-807-2|3-25-1861-1|3-25-809-2|3-25-807-1|3-25-1860-4|3-25-809-1|3-25-806-2|3-25-807-3|3-25-806-1|3-25-761-2|3-25-666-1
79,3-24-2367-1,What is the specific topic related to RDB accounts under the Bank Accounts sub-section?,1,1,1,1,1,3-24-2367-1|3-25-2368-4|3-24-799-3|3-24-1836-3|3-25-2368-2|3-25-2368-1|3-25-2368-3|3-24-799-2|3-25-567-4|3-25-567-1|10-61-1790-3|3-25-567-2|3-24-724-2|3-24-1836-2|3-90-774-1
80,3-26-1156-7,What are the additional requirements for obtaining club licenses?,1,1,1,1,1,3-26-1156-7|10-65-404-2|10-65-398-2|10-65-390-2|10-65-400-2|10-65-400-4|3-26-1156-5|11-68-1150-1|3-24-800-3|11-68-1150-2|10-65-404-1|1-16-1600-3|3-26-1156-4|10-65-398-4|10-65-402-1
81,3-25-1860-3,"What are the guarantor requirements for small and medium scale loans of less than Rs. 100,000/-?",0,1,1,1,1,3-25-1860-4|3-25-1860-3|3-25-1860-1|3-25-807-2|3-25-1861-1|3-25-812-1|3-25-807-1|3-25-811-1|3-25-807-3|3-25-806-2|3-25-808-2|3-25-1860-2|3-25-666-1|3-25-2368-1|3-25-808-3
82,3-24-981-1,What are the different child accounts offered and what are their age qualifications?,0,0,0,1,1,3-24-1848-1|3-24-801-3|3-24-726-1|3-24-801-1|3-24-801-2|3-24-981-1|3-24-800-3|3-24-1852-2|7-40-991-4|3-24-1836-1|3-24-799-1|7-40-1806-1|9-50-1604-1|3-24-1038-1|3-24-800-1
83,3-24-1038-1,What are the different types of savings accounts offered by Vanitha Shakti Bank Associations?,1,1,1,1,1,3-24-1038-1|3-24-1038-3|3-24-1038-2|3-24-1836-1|3-24-1848-1|3-24-1856-1|3-24-1857-1|3-24-1836-3|3-24-800-1|3-24-801-3|3-25-808-1|3-24-799-5|3-24-1836-2|3-24-799-2|3-24-802-3
84,3-25-567-1,On which days can the application for income certificate be submitted to the Divisional Secretariat?,0,0,0,0,0,7-41-481-2|10-64-586-2|9-52-584-3|9-51-583-3|10-64-586-1|9-50-581-4|9-50-581-2|9-51-583-2|9-50-581-5|9-50-580-2|9-50-579-1|7-41-488-2|3-25-844-1|9-51-582-3|9-50-355-1
85,3-26-775-1,What are the services available to Sri Lankan bank account holders through Savebank Insurance Services?,1,1,1,1,1,3-26-775-1|3-24-1836-1|3-24-1848-1|6-37-375-10|10-89-1224-3|3-25-2368-1|3-24-1836-2|3-24-1836-3|3-24-1857-1|3-25-2368-2|6-37-375-9|6-37-375-4|3-24-800-2|3-24-1858-1|6-37-375-7
86,3-26-867-1,Who can receive the described tax clearance certificate service?,1,1,1,1,1,3-26-867-1|3-26-865-1|3-26-864-1|3-26-866-1|5-32-461-1|10-89-1224-4|6-38-850-2|5-32-463-3|3-26-864-2|5-32-462-1|5-32-463-1|9-49-396-1|5-32-462-3|3-26-864-3|2-22-708-2
87,3-24-802-1,What are the qualifications and benefits of opening a Kantha Run account?,1,1,1,1,1,3-24-802-1|3-24-802-2|3-25-807-2|3-24-800-3|3-24-1852-2|3-24-802-3|3-24-799-2|3-24-801-3|3-24-801-1|3-24-801-2|3-24-1848-1|3-24-1852-1|3-24-800-1|3-24-1038-1|3-24-1836-1
88,3-24-1836-3,What documents are required to open a cooperative society account?,1,1,1,1,1,3-24-1836-3|3-24-800-3|3-24-799-3|3-24-799-2|3-24-1038-2|3-24-1836-1|3-24-1038-1|3-24-1038-3|10-89-514-2|3-24-799-1|3-24-800-1|9-49-396-1|7-41-987-1|10-56-1217-1|6-37-375-6
89,3-26-765-1,What documents are required to obtain detailed weather reports for insurance claims?,0,1,1,1,1,3-26-765-2|12-71-765-2|3-26-765-1|12-71-765-1|12-71-771-2|12-71-764-2|12-71-767-3|12-71-769-1|12-71-764-3|12-71-771-1|12-71-764-4|6-37-375-4|12-71-764-1|12-71-767-1|12-71-769-2
90,3-25-809-1,"What is the primary objective of the &quot;Kabruka&quot; loan scheme, and which council does it work with?",0,1,1,1,1,3-25-2368-2|3-25-809-1|3-25-809-2|3-25-808-2|3-25-761-1|3-25-2368-5|3-25-808-3|3-25-806-2|3-25-2368-4|3-25-807-2|3-25-812-1|3-25-814-1|3-25-807-3|3-25-761-3|3-25-2368-1
91,3-24-799-3,What are the eligibility criteria for opening a Prestige Plus account?,0,1,1,1,1,3-24-799-2|3-24-799-3|3-24-1852-2|3-24-800-3|3-24-799-1|3-24-1836-1|3-24-1857-1|3-24-802-1|3-24-800-1|3-26-865-1|3-24-1836-2|3-24-1848-1|3-24-801-3|3-24-800-2|3-24-724-1
92,3-24-800-3,What are the eligibility conditions and required documents for opening a normal rupee savings account for associations and societies?,1,1,1,1,1,3-24-800-3|3-24-800-1|3-24-1836-1|3-24-799-2|3-24-1836-3|3-24-1852-2|3-24-1857-1|3-24-801-3|3-24-803-2|3-24-799-1|3-24-801-2|3-24-1038-1|3-24-802-1|3-24-801-1|3-24-800-2
93,9-51-582-4,What is the first step an applicant must take to obtain a marriage certificate?,0,0,0,0,0,9-51-583-4|9-51-583-2|9-51-583-3|9-51-583-5|9-51-583-1|9-51-367-1|9-51-1621-2|6-38-847-2|9-51-583-6|9-51-353-2|9-51-352-1|6-37-2327-1|9-51-1621-1|9-51-353-3|5-32-467-1
94,9-51-583-4,What is the legal validity period of a copy of a marriage certificate obtained from the Divisional Secretariat?,1,1,1,1,1,9-51-583-4|9-51-583-2|9-51-582-6|9-51-583-1|9-51-583-5|9-51-367-1|9-51-583-3|9-51-583-6|9-51-582-3|9-51-582-4|9-51-582-2|9-51-582-1|9-51-582-5|9-51-352-1|9-51-1621-2
95,9-50-359-1,Who is eligible to apply for delayed birth registration?,1,1,1,1,1,9-50-359-1|9-50-359-2|9-50-1604-1|9-50-2-1|7-40-991-4|9-50-3-1|5-29-486-2|9-50-4-1|9-50-6-1|9-50-1492-2|9-54-485-2|9-50-1492-1|9-50-1561-2|9-50-1615-1|5-29-487-2
96,9-50-581-3,What supporting documents are required for applicants over 18 years of age to make changes to their birth certificate?,0,0,0,1,1,9-50-359-2|6-38-846-2|9-50-1604-1|9-50-1561-1|9-50-1561-2|4-27-1766-1|9-50-581-5|9-50-581-3|9-50-1615-1|10-65-390-5|9-50-581-4|9-54-485-10|9-50-359-1|6-93-842-3|9-50-581-2
97,9-51-353-3,What is the minimum age requirement for both parties when submitting a Kandy marriage notification?,1,1,1,1,1,9-51-353-3|9-51-353-2|9-51-352-1|9-51-1621-1|9-51-1621-2|9-51-582-6|9-51-583-4|9-54-485-2|5-29-486-2|9-51-353-1|9-50-1604-1|9-50-1615-1|4-91-637-1|9-51-582-4|9-51-583-3
98,9-49-396-1,What are the forms required to obtain a certificate confirming the citizenship of persons of Indian origin?,1,1,1,1,1,9-49-396-1|9-51-583-4|9-50-355-1|9-51-583-2|9-51-583-5|9-50-359-2|9-51-367-1|9-50-359-1|6-38-849-2|9-50-1615-1|9-49-722-1|11-66-735-1|9-51-583-1|9-51-583-3|9-52-584-2
99,9-52-584-3,What are the working days and opening hours for submitting a death registration application form at the Divisional Secretariat Office?,1,1,1,1,1,9-52-584-3|7-41-481-2|10-64-586-2|9-52-584-1|9-52-584-4|6-38-852-2|9-52-584-5|12-92-876-2|9-52-584-2|9-52-7-1|9-51-583-3|9-52-12-2|5-29-486-4|9-52-9-1|10-62-743-1
100,9-50-581-9,How much is the stamp duty fee charged for making changes to a birth certificate through the Divisional Secretariat?,0,0,0,1,1,9-50-581-4|9-50-581-7|9-50-581-2|9-50-581-6|9-50-581-5|9-50-581-8|9-50-581-1|9-50-355-1|9-50-581-9|9-51-583-6|9-50-581-3|9-50-580-2|7-41-481-2|9-50-579-3|9-50-580-1
101,9-50-581-1,What types of changes can be made to a birth certificate through the Divisional Secretariat?,0,0,0,1,1,9-50-581-8|9-50-581-4|9-50-581-5|9-50-581-2|9-50-581-9|9-50-581-6|9-50-581-7|9-50-581-1|9-50-581-3|9-50-579-4|9-50-579-1|9-50-580-2|9-50-1561-1|9-50-580-1|9-50-579-2
102,9-50-1604-1,What are the key age requirements for the child and the applicant in the child adoption process?,1,1,1,1,1,9-50-1604-1|7-40-991-4|7-40-1806-1|3-24-726-1|7-40-1854-1|7-40-1797-1|9-50-1615-1|7-39-1854-1|7-40-1808-1|7-39-1797-1|7-40-1801-1|7-39-1806-1|7-39-1808-1|3-24-801-3|7-40-991-3
103,9-49-391-1,Under which categories can a person apply for dual citizenship in Sri Lanka?,1,1,1,1,1,9-49-391-1|5-29-486-2|9-49-392-1|9-54-485-2|4-27-407-1|10-65-390-2|3-24-1858-2|6-37-375-6|4-27-1767-1|6-37-387-3|3-24-1836-1|8-45-1112-1|3-24-799-1|6-37-375-10|8-45-1110-1
104,9-50-3-1,What are the documents required to register a birth that occurred in a rural hospital?,1,1,1,1,1,9-50-3-1|9-50-4-1|9-52-11-1|9-50-1492-1|9-50-359-2|9-50-359-1|9-50-6-1|9-50-2-1|9-50-1492-2|9-50-355-1|9-50-1561-2|9-52-12-1|9-52-12-2|9-49-392-1|9-52-10-1
105,9-51-582-2,What are the working days and window opening hours for obtaining the Marriage Notification Form for Marriage Certificate at the Divisional Secretariat?,0,0,0,1,1,9-51-583-3|9-51-582-6|7-41-481-2|9-51-582-3|9-52-584-3|9-51-582-1|9-51-582-2|9-51-582-4|9-51-582-5|10-64-586-2|9-51-367-1|9-51-583-2|9-51-583-4|9-51-352-1|10-64-586-1
106,9-54-485-4,"Who is responsible for appointing enumerators for electoral registration, and what is their main task?",1,1,1,1,1,9-54-485-4|9-54-485-1|9-54-485-7|9-54-485-3|5-29-486-3|9-54-485-11|5-29-487-1|5-29-487-2|5-29-486-1|5-29-487-3|9-54-485-6|9-54-485-8|9-54-485-10|9-54-485-12|9-54-485-5
107,9-54-485-5,"What are the eligibility criteria for Sri Lankan citizens to be registered in the electoral rolls, and what is the age eligibility date?",0,1,1,1,1,9-54-485-2|5-29-486-2|9-54-485-5|10-65-390-2|10-65-398-2|3-24-1858-2|9-49-391-1|8-45-1112-1|3-24-799-1|2-21-599-1|3-24-799-2|9-49-392-1|4-91-637-1|8-45-1110-1|8-45-1114-1
108,9-51-352-3,What is the accepted payment method for the listed marriage registration fees?,0,1,1,1,1,9-51-352-2|9-51-352-3|9-51-583-6|9-51-367-1|9-51-583-5|2-21-1622-1|9-51-353-3|9-51-583-3|9-51-352-1|4-27-1766-2|5-29-487-4|6-38-847-1|9-54-485-9|9-51-1621-1|10-65-408-7
109,9-54-485-1,"What is considered the registration date for election purposes, and what is the minimum age requirement for citizens to be included?",0,0,0,1,1,9-54-485-2|5-29-486-2|9-54-485-5|9-54-485-8|9-50-1604-1|9-54-485-7|5-29-486-3|5-29-486-1|5-29-487-4|9-54-485-1|5-29-486-4|9-51-353-3|9-54-485-10|5-29-487-3|7-40-991-4
110,9-52-366-2,How much does it cost to translate a death certificate?,1,1,1,1,1,9-52-366-2|9-52-7-1|9-52-1603-1|10-62-743-1|9-52-584-5|9-52-585-2|9-52-585-5|9-51-364-1|9-52-366-1|9-52-12-2|4-27-1766-2|9-52-585-1|9-52-584-2|9-52-585-3|9-50-365-1
111,9-54-485-9,What are the penalties for individuals who fail to provide required information or who intentionally provide false information during election registration?,0,1,1,1,1,5-29-487-4|9-54-485-9|5-29-486-5|5-29-487-1|9-54-485-6|5-29-487-2|9-54-485-10|5-29-486-3|9-54-485-2|5-29-487-5|5-29-486-6|9-54-485-8|5-29-486-2|9-54-485-3|5-29-487-3
112,9-50-1492-2,"What is the deadline for registering a birth for free, and what additional documentation is provided free of charge?",1,1,1,1,1,9-50-1492-2|9-50-4-1|9-50-359-1|9-50-3-1|9-50-2-1|9-50-359-2|9-50-1492-1|9-50-1561-1|9-51-352-2|5-29-487-4|9-52-12-2|9-50-6-1|9-50-1561-2|9-50-355-1|5-29-486-3
113,9-50-579-4,How do the stamp fees for obtaining a birth certificate differ for different periods?,0,0,0,0,0,9-50-1492-2|9-51-583-6|9-51-583-5|9-50-355-1|9-50-359-1|9-50-359-2|11-68-729-1|9-50-1561-1|9-52-584-5|11-66-745-1|3-26-1156-2|11-66-718-1|11-66-719-1|10-65-393-3|3-24-725-1
114,9-51-353-1,What are the geographical areas where marriages can be registered under the Kandy Marriage Act?,1,1,1,1,1,9-51-353-1|9-51-353-3|9-51-353-2|9-51-352-1|9-51-1621-1|9-51-352-3|2-21-1622-1|9-51-352-2|9-51-367-1|9-51-583-1|9-51-1621-2|9-51-583-4|9-51-582-4|9-51-582-3|9-51-582-1
115,9-50-359-2,What are the documents required for late registration of birth after one year?,1,1,1,1,1,9-50-359-2|9-50-359-1|9-50-1561-2|9-50-1492-2|6-38-846-2|9-50-2-1|9-50-1604-1|9-54-485-8|9-50-4-1|9-50-581-2|9-50-355-1|7-40-991-5|9-50-581-4|9-50-6-1|9-54-485-5
116,9-50-581-2,"What are the specific application forms required for various types of changes, such as changing the mother&#39;s or father&#39;s name on a birth certificate?",0,0,1,1,1,9-50-1561-1|9-50-359-2|9-50-1561-2|9-50-581-4|9-50-581-2|9-50-581-5|9-50-581-9|9-50-581-6|9-50-581-8|9-50-581-1|9-50-581-7|5-29-486-3|9-54-485-3|9-50-581-3|6-34-845-1
117,9-52-584-4,How will the applicant obtain the death certificate after successful registration?,0,1,1,1,1,9-52-584-2|9-52-7-1|9-52-584-4|9-52-9-1|9-52-584-1|9-52-12-2|9-52-584-5|9-52-11-1|9-52-12-1|9-52-10-1|9-51-583-2|6-38-852-2|10-62-743-1|9-52-584-3|9-52-366-2
118,9-50-2-1,What is the first step in registering a home birth and within how many days must it be reported?,1,1,1,1,1,9-50-2-1|9-50-1492-2|9-50-4-1|9-50-359-2|9-50-3-1|9-50-359-1|9-50-1492-1|9-52-9-1|9-52-12-1|5-29-487-3|9-50-6-1|5-29-486-4|8-44-929-2|9-54-485-7|8-44-927-2
119,11-66-733-1,What is the fee for obtaining an application form for bulk mail service?,1,1,1,1,1,11-66-733-1|11-66-745-1|11-66-747-1|5-31-730-1|11-66-738-1|11-66-718-1|11-66-719-1|11-68-729-1|11-66-733-2|11-66-746-1|11-66-717-1|3-24-724-1|11-66-732-1|2-23-740-1|10-57-1645-2
120,11-66-737-1,What are the fees to be paid for availing the &#39;Send a parcel abroad&#39; service?,0,1,1,1,1,11-66-749-2|11-66-745-1|11-66-737-1|11-66-750-2|11-66-747-1|10-64-748-1|11-66-739-1|4-27-454-2|11-66-720-1|10-57-411-3|5-31-744-1|10-57-1285-2|10-57-1645-2|10-57-1290-2|11-66-735-1
121,11-66-715-1,What are the documents required to receive a regular money order?,1,1,1,1,1,11-66-715-1|11-66-720-1|11-66-718-1|11-66-718-2|11-66-719-1|11-66-717-1|6-38-846-2|11-66-749-3|11-66-1162-1|3-24-803-2|11-66-719-2|11-66-720-2|6-37-375-6|3-26-864-2|11-66-721-1
122,11-66-733-2,Is there a specific application form for bulk postal service?,0,1,1,1,1,11-66-733-1|11-66-733-2|5-31-730-1|11-66-732-3|11-68-729-1|11-66-719-1|11-66-738-1|11-66-718-1|11-66-747-1|11-66-745-1|11-66-749-1|11-66-746-1|11-66-720-1|2-23-740-1|11-66-750-1
123,11-66-750-1,What are the eligibility criteria for commercial mail facilities?,1,1,1,1,1,11-66-750-1|11-66-745-1|11-66-728-1|11-66-733-1|5-31-730-1|11-68-729-1|3-24-724-1|11-66-718-1|2-23-740-1|11-66-747-1|11-66-717-1|11-66-732-1|11-66-746-1|11-66-721-1|11-66-719-1
124,11-66-732-2,What is the name and telephone number of the Deputy Postmaster General responsible for the Business Reply Envelope and Card Service?,0,1,1,1,1,4-91-1095-2|11-66-732-2|11-66-747-2|11-66-745-2|7-43-701-2|11-66-720-2|10-94-2095-2|8-47-1207-2|11-66-718-2|10-94-2092-3|11-66-719-2|4-91-674-4|6-38-848-2|10-62-1272-2|11-66-733-2
125,11-66-749-4,What arrangements can be made if the recipient is unable to come and collect the imported books or magazines in person?,0,0,0,1,1,11-66-749-3|11-66-749-1|10-59-435-1|7-43-626-1|10-57-411-1|11-66-749-4|10-89-1224-4|5-31-744-1|11-66-719-1|10-65-424-2|10-59-435-2|10-65-424-1|11-66-745-2|11-66-720-1|11-66-749-2
126,11-68-931-3,What happens if the department does not receive a response to a renewal application from a registered licensee within 6 months?,0,0,1,1,1,10-55-931-2|11-68-931-4|5-32-704-2|11-68-931-3|11-68-931-2|3-26-1156-3|3-26-1156-1|10-65-397-3|10-65-397-2|10-65-404-3|10-65-402-2|5-32-522-1|5-29-487-4|5-32-713-1|5-31-457-3
127,11-66-747-2,How should a complaint be registered regarding non-delivery of an item sent by express mail on the specified date?,1,1,1,1,1,11-66-747-2|11-66-745-2|5-31-469-3|10-88-934-1|6-93-842-2|5-32-522-1|10-89-1296-1|6-37-380-2|11-66-719-1|5-31-744-1|5-31-1122-1|10-88-934-2|10-57-465-2|5-31-469-2|5-31-469-1
128,11-66-745-2,"What documents and information are useful when filing a written complaint about damaged postal items, especially express mail?",1,1,1,1,1,11-66-745-2|11-66-747-2|11-66-732-3|5-31-457-3|5-31-460-2|5-31-457-2|5-31-460-3|5-31-744-1|11-66-719-2|5-32-470-2|6-93-842-2|6-93-842-3|11-66-719-1|11-66-749-4|11-66-749-3
129,11-67-833-1,Who is the officer responsible for the department&#39;s website service and which division maintains it?,0,0,1,1,1,1-87-662-1|4-91-1095-2|11-67-836-3|5-32-705-2|11-67-833-1|11-67-1120-2|12-72-1099-2|5-31-460-4|2-75-669-2|10-62-836-3|2-22-712-2|5-30-1340-2|12-71-766-2|11-66-734-2|12-95-1118-2
130,11-66-720-2,Who should I contact if I have received fraudulent money through foreign money orders and British postal orders?,1,1,1,1,1,11-66-720-2|11-66-720-1|11-66-719-1|11-66-718-2|11-66-718-1|11-66-719-2|3-90-805-1|11-66-1162-1|11-66-715-1|11-66-749-3|11-66-749-4|10-65-420-7|11-66-717-1|11-66-716-1|5-31-744-1
131,11-68-648-1,When was the Department of Motor Transport established and what was its primary purpose?,1,1,1,1,1,11-68-648-1|4-27-649-1|7-39-651-1|4-27-653-1|10-65-390-3|10-65-408-2|10-64-650-1|10-65-395-2|10-65-397-2|10-65-408-1|10-65-397-3|10-65-413-3|10-64-586-3|10-65-413-4|4-27-649-2
132,11-66-718-1,What is the service described and who is eligible for it?,0,0,0,0,0,10-60-2031-1|11-67-1120-1|3-90-2031-1|1-16-783-1|7-43-701-1|12-71-1148-1|1-16-779-1|8-45-1114-1|3-25-813-2|2-22-703-1|12-71-767-1|7-40-1898-1|11-67-1116-1|10-58-1697-1|11-66-747-1
133,11-68-931-1,"Who is eligible to renew licenses under the “Repairers, Manufacturers and Dealers License Renewal” service?",0,1,1,1,1,10-55-931-1|11-68-931-1|10-55-931-2|11-68-931-4|11-68-931-2|10-55-931-3|10-55-931-5|11-68-931-6|11-68-931-3|11-68-931-5|10-65-397-5|10-65-397-2|10-65-587-3|10-57-431-1|10-55-931-4
134,11-67-1176-1,What are some of the key functions of the Planning and Monitoring Unit (PMU)?,0,0,1,1,1,2-22-1176-1|10-65-1176-1|6-85-1176-1|11-67-1176-1|12-95-986-1|12-95-985-1|1-87-663-1|12-95-985-2|5-30-1337-1|1-87-658-1|1-87-657-1|2-22-712-2|12-95-989-1|12-95-988-1|2-22-710-2
135,11-68-931-6,"How much is the registration fee for renewing licenses for repairers, manufacturers, and dealers?",0,1,1,1,1,10-55-931-5|11-68-931-6|11-68-931-5|10-55-931-3|10-55-931-4|10-55-931-1|11-68-931-4|11-68-931-1|10-55-931-2|10-57-431-3|11-68-931-2|10-65-408-7|10-65-397-4|8-44-929-3|10-65-408-6
136,11-67-835-1,Who are the officers in charge of the Matara and Kandy district sales outlets and what are their email addresses?,1,1,1,1,1,11-67-835-1|10-62-836-3|11-67-836-3|4-91-674-4|2-22-712-2|11-66-732-2|10-55-1275-2|10-62-1274-4|10-55-731-2|10-56-1174-4|12-70-1435-3|10-94-2097-2|1-87-665-1|7-43-701-2|6-36-1273-4
137,11-67-836-3,Who is the staff officer responsible for the &#39;Receive Micro Data Files&#39; service?,1,1,1,1,1,11-67-836-3|10-62-836-3|11-67-836-1|10-62-836-1|11-67-836-2|10-62-836-2|2-75-669-2|11-66-732-2|11-67-1269-7|5-32-705-2|11-67-1269-6|11-66-720-2|5-30-1340-2|10-62-1276-4|6-36-1273-4
138,11-67-1269-4,What are the application processing fees for investment projects under Section 16 or 17 of the BOI Act?,0,0,0,0,0,7-43-1270-2|8-44-1270-2|10-55-1269-5|10-57-1270-2|10-89-1269-5|10-59-1270-2|10-89-1269-2|8-44-1269-2|10-59-1269-5|10-62-1269-2|10-59-1269-2|8-44-1269-4|10-55-1269-2|10-59-1270-1|11-67-1269-2
139,11-66-749-3,What are the documents required when importing books or magazines in bulk from abroad? Who is the officer responsible for this service?,1,1,1,1,1,11-66-749-3|10-59-435-1|10-57-1278-4|11-66-749-2|10-57-411-1|10-59-435-2|10-65-415-2|10-88-936-1|10-89-1224-4|10-65-424-2|10-57-409-3|11-66-720-1|11-66-745-2|10-94-2099-1|11-66-720-2
140,11-67-1120-1,Where can I get applications for the Rock Laboratory service?,1,1,1,1,1,11-67-1120-1|11-67-1120-2|11-67-1116-1|2-22-700-6|10-55-1288-3|11-67-1117-1|8-45-1111-2|12-71-767-3|11-66-732-3|8-45-1110-2|8-45-1111-1|11-67-1117-2|12-71-767-1|11-67-1269-8|10-59-1269-9
141,11-66-738-1,What are the charges for receiving local telegraph service?,0,1,1,1,1,11-66-716-1|11-66-738-1|11-66-739-1|10-57-1645-2|11-66-747-1|4-27-454-2|11-67-1645-2|2-23-740-1|11-66-719-1|11-66-750-2|11-66-749-2|4-27-451-2|3-25-844-2|2-23-751-3|11-66-745-1
142,11-67-837-2,What is the phone number for the LLRC division?,1,1,1,1,1,11-67-837-2|10-62-837-3|5-31-1122-2|10-62-837-2|3-25-844-2|5-32-706-2|11-67-837-1|3-26-864-3|3-26-765-2|10-62-837-1|2-22-711-2|6-37-380-1|8-47-699-2|12-72-1099-2|2-22-700-3
143,1-16-618-1,What are the key steps in the employment guidance program for technical college graduates?,1,1,1,1,1,1-16-618-1|1-16-614-2|1-16-619-1|1-20-2114-2|1-16-779-1|1-16-781-1|1-16-614-4|1-16-614-1|1-16-777-1|6-93-842-3|1-16-616-1|1-20-2114-1|6-37-375-6|1-16-786-1|1-20-2113-3
144,1-87-951-1,How to request Ayurvedic books from public libraries?,1,1,1,1,1,1-87-951-1|7-43-626-1|10-57-920-2|7-39-959-1|10-62-950-1|4-97-1484-1|6-36-958-1|10-57-920-1|11-67-1484-1|1-87-665-1|8-47-1254-1|1-87-1085-1|1-15-919-1|4-27-1465-1|7-41-953-1
145,1-87-662-1,What are the primary services related to departmental administration and document registry provided by the Establishment Division of the Department of Educational Publications?,1,1,1,1,1,1-87-662-1|1-87-661-1|1-87-658-1|1-87-659-1|1-87-660-1|1-87-657-1|1-87-663-1|1-87-656-1|11-66-734-2|6-34-845-5|10-55-731-2|1-20-2117-1|10-55-731-1|5-32-705-2|10-62-1697-1
146,1-16-1166-1,What is the main function of the &quot;Recognition of Foresight&quot; service and what documents are required for it?,0,1,1,1,1,1-16-1600-1|12-71-769-1|1-16-1166-1|1-16-1602-6|12-71-771-1|12-71-771-2|12-71-767-1|10-89-1224-4|1-16-1602-2|1-16-1602-4|5-29-486-6|1-16-1600-7|6-36-1609-2|1-16-1600-2|12-71-767-3
147,1-16-1602-3,Under what conditions may a certificate of unfitness for service on ships where steam boilers are part of the ship&#39;s machinery be issued?,1,1,1,1,1,1-16-1602-3|1-16-1602-2|1-16-1602-1|1-16-1602-4|1-16-1600-3|1-16-1602-6|1-16-1600-2|1-16-1600-7|1-16-1600-1|6-36-1609-1|6-36-1609-2|1-16-1600-5|1-16-1600-4|5-28-1700-3|6-36-1610-1
148,1-16-1423-1,What are some of the key elements available on the TVEC website?,1,1,1,1,1,1-16-1423-1|1-16-941-1|1-16-1423-2|1-16-1267-1|1-16-941-2|1-16-941-3|1-16-938-2|1-16-1423-3|1-16-938-3|1-16-938-1|1-16-943-2|1-87-657-1|1-16-1421-1|10-57-1278-5|1-16-1602-2
149,1-16-773-1,"What are the application process, submission deadlines, and required documents for vocational training courses?",0,1,1,1,1,1-16-777-2|1-16-773-1|1-16-1103-3|1-16-783-1|1-16-777-1|1-16-782-1|1-16-781-1|1-16-944-1|1-16-786-1|1-16-779-1|1-16-1166-1|1-16-1103-2|12-70-768-1|6-86-768-1|1-16-782-2
150,1-16-1607-2,What are the essential documents required for re-verification of Continuous Discharge Certificate (CDC)?,1,1,1,1,1,1-16-1607-2|1-16-1606-1|1-16-1607-1|1-16-1606-2|6-36-1608-2|7-40-991-5|10-65-390-5|6-34-845-4|6-34-845-3|9-50-359-2|3-26-864-2|10-89-1224-4|1-16-1166-1|6-34-845-2|6-35-845-4
151,1-20-2114-1,Who are diploma courses in Human Resource Management designed for?,1,1,1,1,1,1-20-2114-1|1-20-2114-2|1-20-2114-3|1-20-2115-1|1-20-2113-1|1-20-2113-2|1-20-2113-3|1-20-2115-2|1-20-2115-3|1-16-618-1|1-20-2116-1|1-20-2117-1|1-20-2120-1|1-20-2121-1|1-16-820-1
152,1-87-658-1,What are the main responsibilities of the Planning Division of the Department of Educational Publications regarding textbook production and quality improvement projects?,1,1,1,1,1,1-87-658-1|1-87-659-1|1-87-657-1|1-87-661-1|1-87-656-1|1-87-663-1|1-87-662-1|12-95-984-1|1-87-660-1|7-43-626-1|1-87-664-1|6-85-1176-1|2-75-2283-2|1-20-2116-1|11-67-1176-1
153,1-16-1109-1,Where can I get more details about the vocational education and training centers offered by the authority?,1,1,1,1,1,1-16-1109-1|1-16-1103-1|1-16-786-1|1-16-1103-3|1-16-777-1|1-16-943-2|1-16-944-4|1-16-943-1|1-16-616-2|1-16-782-1|1-16-1103-2|1-16-1103-4|1-16-1423-1|1-16-773-1|1-16-1105-1
154,1-16-781-1,What is the fee for the Entrepreneur Development Programs service?,1,1,1,1,1,1-16-781-1|10-55-1269-5|10-62-1269-5|10-89-1269-5|10-59-1269-5|8-44-1269-4|8-44-1270-2|7-43-1270-2|10-57-1270-2|11-67-1269-4|10-57-1645-2|10-62-1276-2|10-59-1270-2|1-16-777-2|1-16-619-1
155,1-87-665-1,"How many bookstores are maintained by the Department of Educational Publications, and what types of books can be purchased there?",1,1,1,1,1,1-87-665-1|1-87-664-1|1-87-659-1|1-87-662-1|1-87-658-1|1-87-656-1|1-87-657-1|1-87-1481-1|1-87-661-1|7-43-626-1|1-87-663-1|1-87-1085-1|1-87-951-1|4-97-1484-1|1-15-608-1
156,1-16-1421-1,What are the main objectives of the Research Cell for the Development of Vocational Education and Training (TVET)?,1,1,1,1,1,1-16-1421-1|1-16-1423-1|1-16-943-1|1-16-941-1|1-16-938-1|1-16-1267-1|1-16-941-2|1-87-661-1|1-16-938-2|1-16-943-2|1-16-943-3|1-16-944-4|1-16-786-1|10-60-1528-3|1-16-823-1
