context_id,context,question_en,answer_en,question_ta,answer_ta,question_si,answer_si,question_id
7-41-921-1,"Service: Mobile Medical Clinics
Main Category: Health, Well Being & Social Service
Subcategory: Social Service
Topic: Requesting Mobile Medical Clinics
---
Mobile medical clinics are conducted in special instances such as in the event of spread of epidemic disease or displacement as a result of natural disaster. A written request should be made to the commissioner of Ayurveda for this purpose. Such request should be made on a letter head of any society or voluntary organization or on a letter with rubber seal.",Under what circumstances are Mobile Medical Clinics conducted and what is the process to request them?,Mobile medical clinics are conducted in special instances such as in the event of spread of epidemic disease or displacement as a result of natural disaster. A written request should be made to the Commissioner of Ayurveda for this purpose. Such request should be made on a letterhead of any society or voluntary organization or on a letter with a rubber seal.,நடமாடும் மருத்துவ முகாம்கள் எந்த சூழ்நிலைகளில் நடத்தப்படுகின்றன மற்றும் அவற்றை கோருவதற்கான செயல்முறை என்ன?,நடமாடும் மருத்துவ முகாம்கள் தொற்றுநோய் பரவல் அல்லது இயற்கை சீற்றத்தால் ஏற்படும் இடப்பெயர்ச்சி போன்ற சிறப்பு சூழ்நிலைகளில் நடத்தப்படுகின்றன. இதற்காக ஆயுர்வேத ஆணையருக்கு எழுத்துப்பூர்வமான கோரிக்கை விடுக்கப்பட வேண்டும். அத்தகைய கோரிக்கை எந்தவொரு சங்கம் அல்லது தன்னார்வ அமைப்பின் லெட்டர்ஹெட் அல்லது ரப்பர் சீல் கொண்ட கடிதத்தில் செய்யப்பட வேண்டும்.,ජංගම වෛද්‍ය සායන පවත්වනු ලබන්නේ කුමන තත්වයන් යටතේද සහ ඒවා ඉල්ලා සිටීමේ ක්‍රියාවලිය කුමක්ද?,ජංගම වෛද්‍ය සායන පවත්වනු ලබන්නේ වසංගත රෝග පැතිරීම හෝ ස්වාභාවික විපතක් හේතුවෙන් අවතැන්වීම වැනි විශේෂ අවස්ථාවන්හිදීය. මේ සඳහා ආයුර්වේද කොමසාරිස්වරයා වෙත ලිඛිත ඉල්ලීමක් කළ යුතුය. එවැනි ඉල්ලීමක් ඕනෑම සංගමයක හෝ ස්වේච්ඡා සංවිධානයක ලිපි ශීර්ෂයකින් හෝ රබර් මුද්‍රාවක් සහිත ලිපියකින් කළ යුතුය.,275
7-41-590-1,"Service: Appeal for Samurdhi relief
Main Category: Health, Well Being & Social Service
Subcategory: Social Service
Topic: සමෘද්ධි සහනාධාරය සඳහා අයදුම් කිරීම - ඉල්ලූමි ලිපිය සහ ඉදිරිපත් කිරීම
---
සමෘද්ධි සහනාධාර ඉදිරිපත් කිරීමේ පිළිවෙල
1. ඉල්ලූමි ලිපියක් සකස් කිරීම
අයදුමිකරු විසින් නිවසේ ආදායම් විස්තර පවුලේ පසුබිම හා ලිපිනය සදහන් කර ඉල්ලූමි ලිපියක් සකස්කල යුතුය
2. ඉල්ලූමි ලිපිය භාර දිම
ඉල්ලූමිකල ලිපිය අදාල ප්රාදේශීය ලේකමිට තැපැල් කල හැකි අතර අදාල සමෘද්ධි සංවර්ධන නිලධාරියාට අතින් ගෙන ගොස් බාරදිය හැකිය
කාල සීමාව ක්‍රියාවලිය සදහා ගතවන කාලය  මේ සදහා වලංගු කාලය එක් දිනකි.
1.5.12.5.2 ඉදිරිපත් කිරිමේ කාල සීමාව
අයදුම්පත හා ලියවිලි ලබා ගැනීම.
කවුන්ටරය - ඒකක 03
වෙලාව - පෙ.ව. 09.00 - ප.ව. 04.45
වැඩ කරන දින - සදුදා සිට සිකුරාදා
නිවාඩු දිනයන් - සියළුම වෙළද හා රජයේ නිවාඩු දින වල
පියවරෙන් පියවර පිළිවෙල (සමෘද්ධි සහනාධාරයට ඉල්ලුමි කිරීම)
1 පියවර- අයදුමිකරු ඉල්ලුමි ලිපියක් සකස් කල යුතුය ඔහුගේ මාසික ආදායම පවුල් පසුබිම හා ලිපිනය / ප්රාදේශීකය යන තොරතුරු ඇතුලත්ව
2 පියවර - සකසා ගත් ඉල්ලුමි ලිපිය අදාල ප්රාදේශීය ලේකමි වෙත තැපැල් කල හැකි අතර නැතහොත් අදාල සමෘද්ධි නිලධාරියා වෙත අතින් භාරදිය හැකිය
3 පියවර - අයදුමිකරු ඉල්ලුමි ලිපිය ප්රාදේශීය ලේකමිට යැවූ විට ඔහු ඵ් බව සමෘද්ධි සංවර්ධන නිලධාරියාට දැනුමි දෙනු ලැබේ
සමෘද්ධි සංවර්ධන නිලධාරියා ක්ෂේත්රයේ යාමෙන් ඵ් දේවල් ලබා ගනී
  සටහන ථ අයදුමිකරු ඉල්ලුමි ලිපිය සමෘද්ධි සංවර්ධන නිලධාරියාට භාර දුන්නේ නමි ඔහු ක්ෂේත්රයේ යාමෙන් අවශ්ය දේවල් ලබා ගනී
4 පියවර -සමෘද්ධි සංවර්ධන නිලධාරියා ඵ් බව අදාල ප්රාදේශීය ලේකමිට නිත්යානුකූලව දන්වනු ලැබේ
5 පියවර -ප්රාදේශීය ලේකමි ඵය අනුමත කොට නිත්යානුකූලව නැවත අයදුමිකරුට දෙනු ලබයි
ඉන් පසු අයදුමිකරු නිත්යානුකූලව සමෘද්ධි සහනාධාරය ලබා ගත හැක
සටහන -අයදුමිකරු ඵක පාරක් හෝ සමෘද්ධි සහනාධාරය ලබාගත්තා නමි අදාල ප්රාදේශීය ලේකමි විසින් ඵ් බව සමෘද්ධි හා ඳිලිදු කම පිටුදැකීමේ අමත්යාංශයට අදාල මුදල ලබාගත් බව දැන් විය යුතුය","What are the methods for submitting an application letter for Samurdhi relief, and to whom should it be submitted?",An application letter for Samurdhi relief can be mailed to the relevant Divisional Secretary or handed over directly to the relevant Samurdhi Development Officer.,சமுர்த்தி நிவாரணத்திற்கான விண்ணப்பக் கடிதத்தை எவ்வாறு சமர்ப்பிக்கலாம் மற்றும் அதை யாருக்குச் சமர்ப்பிக்க வேண்டும்?,சமுர்த்தி நிவாரணத்திற்கான விண்ணப்பக் கடிதத்தை சம்பந்தப்பட்ட பிரதேச செயலாளருக்கு தபால் மூலம் அனுப்பலாம் அல்லது சம்பந்தப்பட்ட சமுர்த்தி அபிவிருத்தி அதிகாரியிடம் நேரடியாகக் கையளிக்கலாம்.,"සමෘද්ධි සහනාධාරය සඳහා වන ඉල්ලුම් ලිපිය ඉදිරිපත් කළ හැකි ක්‍රම මොනවාද, සහ එය භාර දිය යුත්තේ කාටද?","සමෘද්ධි සහනාධාරය සඳහා වන ඉල්ලුම් ලිපිය අදාළ ප්‍රාදේශීය ලේකම්වරයාට තැපැල් කළ හැකි අතර, නැතහොත් අදාළ සමෘද්ධි සංවර්ධන නිලධාරියාට අතින් ගෙන ගොස් භාර දිය හැකිය.",276
7-41-1611-1,"Service: Medical assistance for cancer treatment
Main Category: Health, Well Being & Social Service
Subcategory: Social Service
Topic: Medical Assistance for Cancer Treatment and Eligible Conditions
---
Medical assistance is granted for cancer treatment only (not for surgeries). The eligible conditions include:

1.  Thyroid cancer (RAI treatment)
2.  Leukaemia
3.  Bone Marrow Transplantation
4.  Voice Prosthesis (Purchase of vocal cords)
5.  Aplastic anaemia

Instructions to Applicants

The financial assistance given by the President Fund is a charity. Please read the instructions and submit the Application Form only if you are a fit person to receive such charity.

Step 1: Obtaining an Application Form ([Sinhala](https://www.gic.gov.lk/gic/images/stories/pdf/application_form_sinhala.pdf) , [English](https://gic.gov.lk/gic/images/stories/pdf/application_form_english.pdf) , [Tamil](https://gic.gov.lk/gic/images/stories/pdf/application_form_tamil.pdf) ) Following documents have to be produced for this purpose:

1.  Doctor’s recommendation (original)
2.  An estimate of expenses obtained from the hospital concerned(original)
3.  A letter of request from the patient or the person applying on his or her behalf

If the application form is downloaded from the website, the above documents should be submitted with the application to the President’s Fund.

Step 2: Issue of Application Form - A temporary reference number will be assigned at this stage.

Step 3: Submission of the perfected Application Form All the cages No. 1 – 13 should be filled. Please avoid drawing lines or leaving the space blank in any cage.",What specific medical conditions related to cancer are eligible for financial assistance from the President's Fund?,"Financial assistance from the President's Fund is granted for cancer treatment for specific conditions including Thyroid cancer (RAI treatment), Leukaemia, Bone Marrow Transplantation, Voice Prosthesis (Purchase of vocal cords), and Aplastic anaemia. It is not granted for surgeries.",ஜனாதிபதி நிதியிலிருந்து புற்றுநோய் சிகிச்சைக்கான நிதி உதவிக்கு தகுதியான குறிப்பிட்ட மருத்துவ நிலைகள் யாவை?,"ஜனாதிபதி நிதியிலிருந்து புற்றுநோய் சிகிச்சைக்கான நிதி உதவி தைராய்டு புற்றுநோய் (RAI சிகிச்சை), லுகேமியா, எலும்பு மஜ்ஜை மாற்று அறுவை சிகிச்சை, குரல் மாற்று அறுவை சிகிச்சை (குரல் நாண்களை வாங்குதல்) மற்றும் அப்ளாஸ்டிக் அனீமியா போன்ற குறிப்பிட்ட நிலைகளுக்கு மட்டுமே வழங்கப்படுகிறது. இது அறுவை சிகிச்சைகளுக்கு வழங்கப்படுவதில்லை.",ජනාධිපති අරමුදලින් පිළිකා ප්‍රතිකාර සඳහා මූල්‍ය ආධාර ලබා ගැනීමට සුදුසුකම් ලබන නිශ්චිත වෛද්‍ය තත්වයන් මොනවාද?,"ජනාධිපති අරමුදලින් පිළිකා ප්‍රතිකාර සඳහා මූල්‍ය ආධාර ලබා දෙන්නේ තයිරොයිඩ් පිළිකා (RAI ප්‍රතිකාර), ලියුකේමියාව, ඇටමිදුළු බද්ධ කිරීම්, ස්වරාල ප්‍රතිස්ථාපනය (ස්වරාල තන්තු මිලදී ගැනීම) සහ ඇප්ලාස්ටික් රක්තහීනතාවය වැනි නිශ්චිත තත්වයන් සඳහා පමණි. එය ශල්‍යකර්ම සඳහා ලබා නොදේ.",277
7-40-1799-1,"Service: Orthopaedic care for children
Main Category: Health, Well Being & Social Service
Subcategory: Child Care
Topic: Eligibility, Documents, and Clinic Details for Pediatric Orthopedic Services
---
Eligibility:

- Age below 12 years.
- Referral letter from a medical practicitioner or as referred by the medical officer at OPD.

Necessary Supporting documents:

- Child Health Development Record
- Past Medical Records
- Refferal Letters

Clinic dates and consultant incharge of the Service:

Specialty | Name | Unit | Clinic days / time | Clinic Place
--- | --- | --- | --- | ---
Consultant Orthopaedic Surgeon | Dr. S.R. Wijeysinghe | Orthopeadic | Monday 7.30am - 1.30pm Tuesday 7.30am - 12.00noon (Cloob Foot) Wednesday 7.30am - 1.30pm | Accident Service",What are the eligibility criteria for children to receive orthopaedic care?,"To be eligible for orthopaedic care, children must be below 12 years of age and have a referral letter from a medical practitioner or as referred by the medical officer at the OPD.",குழந்தைகள் எலும்பியல் சிகிச்சை பெறுவதற்கான தகுதி வரம்புகள் யாவை?,"எலும்பியல் சிகிச்சை பெறுவதற்கு, குழந்தைகள் 12 வயதுக்குட்பட்டவர்களாக இருக்க வேண்டும் மற்றும் ஒரு மருத்துவ பயிற்சியாளரிடம் இருந்து பரிந்துரை கடிதம் அல்லது வெளிநோயாளர் பிரிவில் உள்ள மருத்துவ அதிகாரியால் பரிந்துரைக்கப்பட வேண்டும்.",ළමුන් සඳහා අස්ථි රෝග සායන සේවය ලබා ගැනීමට ඇති සුදුසුකම් මොනවාද?,"අස්ථි රෝග සායන සේවය ලබා ගැනීම සඳහා, ළමුන් වයස අවුරුදු 12ට අඩු විය යුතු අතර, වෛද්‍යවරයෙකුගෙන් හෝ බාහිර රෝගී අංශයේ වෛද්‍ය නිලධාරියා විසින් ලබා දෙන යොමු කිරීමේ ලිපියක් තිබිය යුතුය.",278
7-39-1808-1,"Service: Cancer (oncological) care for children
Main Category: Health, Well Being & Social Service
Subcategory: Health Assistance
Topic: Eligibility Criteria and Required Documents for Pediatric Oncology Clinic
---
Eligibility:

- Age below 12 years.
- Referral letter from a medical practicitioner or as referred by the medical officer at OPD.

Necessary Supporting documents:

- Child Health Development Record
- Past Medical Records
- Refferal Letters

Clinic dates and consultant incharge of the Service:

Designation | Name | Unit | Clinic days / time | Clinic Place
--- | --- | --- | --- | ---
Consultant Oncologist | Dr. Damayanthi Pieris | Oncology | Monday 2.00pm - 4.00pm Friday 8.00am - 12.00noon | Room No. 30
Dr. Lakshman Obeysekare
Dr. Prasad Abeysinghe
Dr. T. Skandaraja",What are the eligibility criteria for receiving cancer (oncological) care for children?,Children aged below 12 years and those with a referral letter from a medical practitioner or as referred by the medical officer at OPD are eligible.,குழந்தைகளுக்கான புற்றுநோய் (ஆன்மீக) சிகிச்சைக்கான தகுதிகள் யாவை?,"12 வயதுக்குட்பட்ட குழந்தைகளும், ஒரு மருத்துவ பயிற்சியாளரிடமிருந்து பரிந்துரை கடிதம் உள்ளவர்களும் அல்லது வெளிநோயாளி பிரிவின் (OPD) மருத்துவ அதிகாரியால் பரிந்துரைக்கப்பட்டவர்களும் இதற்கு தகுதியுடையவர்கள்.",ළමුන් සඳහා පිළිකා (ඔන්කොලොජිකල්) සත්කාර ලබා ගැනීම සඳහා සුදුසුකම් නිර්ණායක මොනවාද?,වයස අවුරුදු 12ට අඩු ළමුන් සහ වෛද්‍යවරයෙකුගෙන් ලැබුණු නිර්දේශිත ලිපියක් හෝ OPD වෛද්‍ය නිලධාරියා විසින් යොමු කරන ලද ළමුන් සුදුසුකම් ලබයි.,279
7-41-569-3,"Service: Obtaining Public Assistance
Main Category: Health, Well Being & Social Service
Subcategory: Social Service
Topic: වැඩ කරන වේලාවල් සහ දත්ත තොරතුරු
---
සටහන් - ඉහත දිනයන්හි මහඡන ආධාර ලබා ගත නොහැකි වුවහොත් නැවත එම
 හිග මුදල ලබා ගත නොහැක

වැඩ කරන වේලාවල් හා දවස්

දේශිය ලේකම් කාර්ය්යලය (සමජ සේවා අංශය)

සතියේ සියලුම දින.
පෙ.ව. 9.00 සිට ප.ව. 4.30 දක්වා

ග්‍රාම නිලධාරි කාර්ය්යලය

සඳුදා
පෙ.ව. 9.00 සිට ප.ව. 4.45 දක්වා

බ්‍රහස්පතින්දා සහ සෙනසුරාදා
පෙ.ව. 9.00 සිට දහවල් 12.00 දක්වා

දත්ත තොරතරු සහිත ආදර්ශ ඉල්ලූම් පත

ර/ඡ/ඊ1, පෝරමය

මහජන ආධාර නැවැත්විම සහ අත්හිටුවිම

• අයදුම්කරුගේ මරණින් පසුව ප්‍රාදේශීය ලේකම් කාර්ය්‍යලයට මහජන ආධාර මාසික දීමනාව ගෙවිම නැවැත්විය හැක

• ආධාර ලබන්නෙකු මාස 3 ක් නොකඩවා එක දිගට මහජනාධාර මුදල් ලබා නොගත්තොත් එම මහජනාධාර මුදල අත්හිටුවිමට පුලුවන. මහජනාධාර මුදල අත්හිටුවු දිනයේ සිට මාස 3 ක් ඇතුලත නැවත ඉල්ලිමක් නොකලොත් එම මහජනාධාර මුදල නැවැත්විය හැක.","When can public assistance be suspended, and what happens if a re-application is not made?","Public assistance can be suspended if a recipient does not collect public assistance for 3 consecutive months. If no re-application is made within 3 months from the date of suspension, the public assistance can be stopped.","பொது உதவி எப்போது இடைநிறுத்தப்படலாம், மறு விண்ணப்பம் செய்யப்படாவிட்டால் என்ன நடக்கும்?","ஒரு பெறுநர் தொடர்ச்சியாக 3 மாதங்களுக்கு பொது உதவியைப் பெறாவிட்டால், அது இடைநிறுத்தப்படலாம். இடைநிறுத்தப்பட்ட நாளிலிருந்து 3 மாதங்களுக்குள் மறு விண்ணப்பம் செய்யப்படாவிட்டால், பொது உதவி நிறுத்தப்படலாம்.","මහජන ආධාර අත්හිටුවිය හැක්කේ කවදාද, නැවත අයදුම්පතක් ඉදිරිපත් නොකළහොත් කුමක් සිදුවේද?",ප්‍රතිලාභියෙකු අඛණ්ඩව මාස 3 ක් මහජන ආධාර මුදල් ලබා නොගත්තොත් මහජන ආධාර අත්හිටුවිය හැක. අත්හිටුවූ දින සිට මාස 3 ක් ඇතුළත නැවත ඉල්ලීමක් නොකළහොත් එම මහජන ආධාර මුදල නැවැත්විය හැක.,280
2-21-598-3,"Service: Obtain of Ranbima Grant
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: Required Documents and Additional Information
---
To support the application, certain documents are necessary. A recommendation report, prepared in accordance with circular no: 2008/1 issued by the Land Commissioner General, is a crucial supporting document. This report provides an assessment of the applicant's eligibility and suitability for the land grant. Irrelevant exceptions and instances not included above, and special information are deemed irrelevant for the application process. The application form and completed specimen application form are also irrelevant. This streamlined approach focuses on the essential information and documentation required to process the land grant application efficiently.","What is the crucial supporting document required for obtaining a Ranbima Grant, and which authority issues the circular that guides its preparation?","The crucial supporting document is a recommendation report. It must be prepared in accordance with circular no: 2008/1, which is issued by the Land Commissioner General.","ரன்பிம மானியத்தைப் பெறுவதற்குத் தேவையான மிக முக்கியமான துணை ஆவணம் எது, அதைத் தயாரிப்பதற்கு வழிகாட்டும் சுற்றறிக்கையை எந்த அதிகாரம் வெளியிடுகிறது?",மிக முக்கியமான துணை ஆவணம் ஒரு பரிந்துரை அறிக்கை ஆகும். இதைத் தயாரிப்பதற்கு வழிகாட்டும் 2008/1 ஆம் இலக்க சுற்றறிக்கையை காணி ஆணையாளர் நாயகம் வெளியிடுகிறார்.,"රන්බිම ප්‍රදානයක් ලබා ගැනීම සඳහා අවශ්‍ය තීරණාත්මක ආධාරක ලේඛනය කුමක්ද, සහ එහි සකස් කිරීමට මඟ පෙන්වන චක්‍රලේඛය නිකුත් කරන්නේ කුමන අධිකාරියද?",තීරණාත්මක ආධාරක ලේඛනය වන්නේ නිර්දේශ වාර්තාවකි. එය ඉඩම් කොමසාරිස් ජනරාල් විසින් නිකුත් කරන ලද 2008/1 දරන චක්‍රලේඛයට අනුව සකස් කළ යුතුය.,281
2-21-561-2,"Service: Pay Valued Amount of Acquired Lands
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: ඉදිරිපත් කිරීමේ ක්‍රියාවලිය
---
ඉදිරිපත් කිරීමේ ක්‍රියාවලිය

අදාළ ප්‍රාදේශීය ලේකම් කාර්ය්‍යලය මගින් ඉඩම් ලබා ගැනීම පිළිබඳ පලමු .......... දිම කලයුතු දැන්වූ පසු ඔහු හිමිකම් ඉඩම වික්නිම,පැවරිම,සංවර්ධනය කිරිම නොකල යුතුය.

අනතුරුව ඉඩම් හිමිකම් පිළිබද ගැසට් නිවේදනය ......... පලකලපසු අයිතිය තහවුරු කිරිම සදහා අදාල ලියකියවිලිද අයිත්වසිකම් පු.ලි. කර්ය්‍යලයට ඉදිරිපත් කළ යුතුය.

.......... පරීක්ෂන අවස්ථාවේදී අයිතිකරු ඉඩම පිළිබඳ අයිතිය තහවුරු කරන ලියකියවිලි ඉදිරිපත් කළ යුතුය. එවැනි ලියකියවිලි පහත සඳහන් වේ.

වන්ද්ය ඉල්ලිම් ලිපිය.

ඉඩමේ ඔප්පුව/ඉඩමේ පත් ඉරුව.

ඉඩමේ සැලැස්ම

නීතීඥයකු විසින් පිළියෙල කරන ලද වාර්තාව

හැදුනුම්පතේ පිටපතක්

කාලසීමාව

ක්‍රියාවලිය සඳහා කාලසීමාව

ඉදිරිපත් කිරීමේ කාලසීමාව

දැන්විමේ දින සිට සදහන් දිනට අයිතිවාසිකම් ඉදිරිපත් කල යුතුය.

වලංගු කාලසීමාව

අදාල නොවේ.",What documents are required to confirm land ownership during the inspection process for acquired lands?,"During the inspection, the owner must present documents confirming land ownership, which include the compensation claim letter, the land deed or title document, the land plan, a report prepared by a lawyer, and a copy of the identification card.",கையகப்படுத்தப்பட்ட நிலங்களுக்கான ஆய்வின் போது நில உரிமையை உறுதிப்படுத்த என்ன ஆவணங்கள் தேவை?,"ஆய்வின் போது நில உரிமையை உறுதிப்படுத்த, உரிமையாளர் இழப்பீட்டுக் கோரிக்கை கடிதம், நிலப் பத்திரம் அல்லது உரிமை ஆவணம், நில வரைபடம், வழக்கறிஞரின் அறிக்கை மற்றும் அடையாள அட்டையின் நகல் ஆகியவற்றை வழங்க வேண்டும்.",අත්පත් කරගත් ඉඩම් සඳහා පරීක්ෂණයේදී ඉඩම් හිමිකාරිත්වය තහවුරු කිරීමට අවශ්‍ය ලියකියවිලි මොනවාද?,"පරීක්ෂණයේදී ඉඩම් හිමිකාරිත්වය තහවුරු කිරීමට, හිමිකරු වන්දි ඉල්ලීමේ ලිපිය, ඉඩමේ ඔප්පුව/පත් ඉරුව, ඉඩමේ සැලැස්ම, නීතිඥයෙකු විසින් පිළියෙල කරන ලද වාර්තාව සහ හැඳුනුම්පතේ පිටපතක් ඉදිරිපත් කළ යුතුය.",282
2-22-707-3,"Service: Obtaining Preliminary Planning Clearance for Development Activities
Main Category: Housing, Property & Utilities
Subcategory: Planning & Building Regulations
Topic: Contact Information
---
Designation | Name | Section | Telephone | Fax | Email
--- | --- | --- | --- | --- | ---
Director (Enforcement) | Mr.G.W.G.Abeygunawardena | Enforcement | +94-011-2872616 | +94-011-2871503 | enfoc@uda.lk
Deputy Director(Enforcement)/Archiect | Mrs.W.C.K.Perera | Enforcement | +94-011-2862909 | +94-011-2871503 | enfoc@uda.lk
Assistant Director(Enforcement) | Mr.U.S.Jayawardena | Enforcement | +94-011-2875923 | +94-011-2871503 | enfoc@uda.lk

Specimen application Specimen of a completed application",What is the common email address for the Enforcement section regarding Preliminary Planning Clearance?,The common email address for the Enforcement section is enfoc@uda.lk.,ஆரம்ப திட்டமிடல் அனுமதி தொடர்பான அமலாக்கப் பிரிவின் பொதுவான மின்னஞ்சல் முகவரி என்ன?,அமலாக்கப் பிரிவின் பொதுவான மின்னஞ்சல் முகவரி enfoc@uda.lk ஆகும்.,මූලික සැලසුම් අනුමැතිය සම්බන්ධයෙන් බලාත්මක කිරීමේ අංශයේ පොදු විද්‍යුත් තැපැල් ලිපිනය කුමක්ද?,බලාත්මක කිරීමේ අංශයේ පොදු විද්‍යුත් තැපැල් ලිපිනය enfoc@uda.lk වේ.,283
2-22-703-1,"Service: Obtaining particulars of settlers in the acquired and vested lands of UDA
Main Category: Housing, Property & Utilities
Subcategory: Planning & Building Regulations
Topic: Eligibility, Procedure, and Service Details
---
Eligibility Should be a government organisation Procedure for submitting applications No specific application for this and it is sufficient to inform by a letter Letters can be submitted during any week day between 9.00 a.m. to 4.00 p.m. Service Charge No service charge Time taken to provide the service Service can be provided within three days Supporting documents required An official letter from the relevant government organisation Staff Officers in charge of the service

Designation | Name | Section | Telephone | Fax | Email
--- | --- | --- | --- | --- | ---
Asst. Director(Lands) | Mr.K.L.M.Rajakaruna | Land Development and Management | +94-011-2875915 | +94-011-2875915 | d_lands@uda.lk
Land Officer | Mr.Nelson | Land Development and Management | +94-011-2874553  | +94-011-2874553 | weera@uda.lk",Who is eligible to obtain particulars of settlers in the acquired and vested lands of UDA?,Only a government organisation is eligible to obtain particulars of settlers in the acquired and vested lands of UDA.,UDA ஆல் கையகப்படுத்தப்பட்ட மற்றும் உரிமையாக்கப்பட்ட நிலங்களில் உள்ள குடியேற்றக்காரர்களின் விவரங்களைப் பெற யார் தகுதியானவர்கள்?,UDA ஆல் கையகப்படுத்தப்பட்ட மற்றும் உரிமையாக்கப்பட்ட நிலங்களில் உள்ள குடியேற்றக்காரர்களின் விவரங்களைப் பெற ஒரு அரசு அமைப்பு மட்டுமே தகுதியானது.,UDA මගින් අත්පත් කරගත් සහ පැවරූ ඉඩම්වල පදිංචිකරුවන්ගේ විස්තර ලබා ගැනීමට සුදුසුකම් ලබන්නේ කවුද?,UDA මගින් අත්පත් කරගත් සහ පැවරූ ඉඩම්වල පදිංචිකරුවන්ගේ විස්තර ලබා ගැනීමට රජයේ සංවිධානයකට පමණක් සුදුසුකම් ඇත.,284
