context_id,context_title,context_content,main_category_id,main_category_name,sub_category_name,sub_category_id,service_name,service_id,service_link,context_with_metadata
2-21-564-1,ලී බඩු ප්‍රවාහනය සඳහා බලපත්‍රය - අමතර ලියකියවිලි සහ ඉදිරිපත් කිරීමේ ක්‍රියා මාර්ගය,"ලී බඩු ප්‍රවාහනය සඳහා බලපත්‍රය ලබා ගැනීම අවශ්‍ය අමතර ලියකියවිලි • පැරණි ලී බඩු ග්‍රාම නිලධාරිගේ වාර්තාව • අළුත් ලී බඩු ග්‍රාම නිලධාරිගේ වාර්තාව අවශ්‍ය කරන ආධාරක ලියකියවිලි - ග්රාම නිලධාරිගේ වාර්තාව ඉදිරිපත් කිරීමේ ක්‍රියා මාර්ගය • පැරණි ලී බඩු 1 ඉල්ලූම්පතක් ලබා ගැනීම _ ඉල්ලූම්කරු ග්‍රාම නිලධාරී තුමාගේ ඉල්ලූම්පත ලබා ගත යුතුය. _ සෑම අංශයකින්ම ඉල්ලූම්පත සම්පූර්ණ විය යුතුය. ඉල්ලූම්පත්‍රය දැව ලී බඩු අළුත් ලී බඩු, පැරණි ප්‍රවාහනය සඳහා බලපත්‍රයක් ලබා ගැනීමේ ඉල්ලූම්පත 2 අවශ්‍ය කරන ආධාරක ලියකියවිලි  - ග්‍රාම නිලධාරිගේ වාර්තාව 3 ඉල්ලූම් පත භාර දීම _ සම්පූර්ණ කරන ලද ඉල්ලූම්පත ග්‍රාම නිලධාරීභාර දිය යුතුයි. ඉන්පසු ග්‍රාම නිලධාරීවිසින් ඉල්ල්මුපත ප්‍රාදේශීය ලේකම් කාර්ය්‍යලයට භාර දෙයි. ඉල්ලූම් පත භාර දීම සම්පූර්ණ කරන ලද ඉල්ලූම්පත ග්‍රාම නිලධාරීභාර දිය යුතුයි. ඉන්පසු ග්‍රාම නිලධාරීමගින් ඉල්ල්මිපත ප්‍රාදේශීය ලේකම් කාර්ය්‍යලයට භාර දෙයි",2,"Housing, Property & Utilities",Housing & Property,21,Obtaining Permits for Transporting Furniture,564,https://gic.gov.lk/gic/index.php/en/component/info/?id=564&catid=21&task=info,"Service: Obtaining Permits for Transporting Furniture
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: ලී බඩු ප්‍රවාහනය සඳහා බලපත්‍රය - අමතර ලියකියවිලි සහ ඉදිරිපත් කිරීමේ ක්‍රියා මාර්ගය
---
ලී බඩු ප්‍රවාහනය සඳහා බලපත්‍රය ලබා ගැනීම අවශ්‍ය අමතර ලියකියවිලි • පැරණි ලී බඩු ග්‍රාම නිලධාරිගේ වාර්තාව • අළුත් ලී බඩු ග්‍රාම නිලධාරිගේ වාර්තාව අවශ්‍ය කරන ආධාරක ලියකියවිලි - ග්රාම නිලධාරිගේ වාර්තාව ඉදිරිපත් කිරීමේ ක්‍රියා මාර්ගය • පැරණි ලී බඩු 1 ඉල්ලූම්පතක් ලබා ගැනීම _ ඉල්ලූම්කරු ග්‍රාම නිලධාරී තුමාගේ ඉල්ලූම්පත ලබා ගත යුතුය. _ සෑම අංශයකින්ම ඉල්ලූම්පත සම්පූර්ණ විය යුතුය. ඉල්ලූම්පත්‍රය දැව ලී බඩු අළුත් ලී බඩු, පැරණි ප්‍රවාහනය සඳහා බලපත්‍රයක් ලබා ගැනීමේ ඉල්ලූම්පත 2 අවශ්‍ය කරන ආධාරක ලියකියවිලි  - ග්‍රාම නිලධාරිගේ වාර්තාව 3 ඉල්ලූම් පත භාර දීම _ සම්පූර්ණ කරන ලද ඉල්ලූම්පත ග්‍රාම නිලධාරීභාර දිය යුතුයි. ඉන්පසු ග්‍රාම නිලධාරීවිසින් ඉල්ල්මුපත ප්‍රාදේශීය ලේකම් කාර්ය්‍යලයට භාර දෙයි. ඉල්ලූම් පත භාර දීම සම්පූර්ණ කරන ලද ඉල්ලූම්පත ග්‍රාම නිලධාරීභාර දිය යුතුයි. ඉන්පසු ග්‍රාම නිලධාරීමගින් ඉල්ල්මිපත ප්‍රාදේශීය ලේකම් කාර්ය්‍යලයට භාර දෙයි"
2-21-598-2,Application Submission and Payment Details,"The application process involves submitting a letter of application to the appropriate authorities. This letter should be handed over to the Grama Niladhari or field instructor, who will then forward it to the Divisional Secretary of the division where the land is situated. This ensures that the application is directed to the relevant administrative body responsible for land management in that specific area. There is no specific application form required; instead, applicants can submit their application in the form of a letter, prepared independently. No fee is charged for submitting the application. Applications can be submitted on any weekday during office hours, except for government holidays. A fee of Rs.100.00 is payable to obtain this service. The process takes approximately 3 months from the receipt of the grant (with tracing) prepared without shortcomings.",2,"Housing, Property & Utilities",Housing & Property,21,Obtain of Ranbima Grant,598,https://gic.gov.lk/gic/index.php/en/component/info/?id=598&catid=21&task=info,"Service: Obtain of Ranbima Grant
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: Application Submission and Payment Details
---
The application process involves submitting a letter of application to the appropriate authorities. This letter should be handed over to the Grama Niladhari or field instructor, who will then forward it to the Divisional Secretary of the division where the land is situated. This ensures that the application is directed to the relevant administrative body responsible for land management in that specific area. There is no specific application form required; instead, applicants can submit their application in the form of a letter, prepared independently. No fee is charged for submitting the application. Applications can be submitted on any weekday during office hours, except for government holidays. A fee of Rs.100.00 is payable to obtain this service. The process takes approximately 3 months from the receipt of the grant (with tracing) prepared without shortcomings."
2-22-1374-2,Contact Information for Environment & Landscape Department,Designation Name Section Telephone Fax Email Director (Environment & Landscape) Mr.D.Hettiarachchi Environment & Landscape +94-011-2875912 +94-011-2883670 [enscape@uda.lk](mailto:enscape@uda.lk) Deputy Director (Environment & Landscape) Ms.C.K.E.Kalupahana Environment & Landscape +94-011-2875905 +94-011-2883670 C [handanakalupahana@yahoo.com](mailto:chandanakalupahana@yahoo.com) [chankalu@gmail.com](mailto:chankalu@gmail.com) Palnning Officer Mr.W.P.P.Wijesinghe Environment & Landscape +94-011-2875905 +94-011-2883670 [wpppwijesinhe@yahoo.com](mailto:wpppwijesinhe@yahoo.com),2,"Housing, Property & Utilities",Planning & Building Regulations,22,Obtaining a resolution for the environmental Impacts from the development projects,1374,https://gic.gov.lk/gic/index.php/en/component/info/?id=1374&catid=22&task=info,"Service: Obtaining a resolution for the environmental Impacts from the development projects
Main Category: Housing, Property & Utilities
Subcategory: Planning & Building Regulations
Topic: Contact Information for Environment & Landscape Department
---
Designation Name Section Telephone Fax Email Director (Environment & Landscape) Mr.D.Hettiarachchi Environment & Landscape +94-011-2875912 +94-011-2883670 [enscape@uda.lk](mailto:enscape@uda.lk) Deputy Director (Environment & Landscape) Ms.C.K.E.Kalupahana Environment & Landscape +94-011-2875905 +94-011-2883670 C [handanakalupahana@yahoo.com](mailto:chandanakalupahana@yahoo.com) [chankalu@gmail.com](mailto:chankalu@gmail.com) Palnning Officer Mr.W.P.P.Wijesinghe Environment & Landscape +94-011-2875905 +94-011-2883670 [wpppwijesinhe@yahoo.com](mailto:wpppwijesinhe@yahoo.com)"
2-21-671-1,Issuing Deeds of Ownership and Solving Demarcation Problems: Eligibility and Application Procedure,"Issuing Deeds of ownership for the properties given by the NHDA and Solving Demarcation Problems.

Eligibility Deedholder/Houseowner should be present.

Procedure for Submitting Applications

Where Applications are Available Survey Section, National Housing Development Authority, Colombo 02. Applications can be obtained free of charge

Duration for Submission of Applications From 8.30 a.m. to 3.00 p.m on office days. Service Charges Rs 2346/- for a Normal Survey Plan (Less than 20 Perch) + Rs. 500/- additional 20 Perch

Rs 2932.50/- for Condominium Plan.

Rs 5,300/- to solve Boundary problems within the Colombo Municipal Council area,

Rs 4,250/- for other Municipal Councils areas

Rs.3,650/- for Pradesheeya Sabah Areas.

Time Taken to Provide Service (Normal Service and Priority Services) Survey Plan - within one week To solve Boundary problem - within one month (Above period Depends on the Availability of Survey Assistants)

Documents in Proof : Deed or a Letter from Relevant District Manager and [National Identity Card](https://gic.gov.lk/gic/index.php/en/component/info/?id=0&task=info&back=0&pid=671) for personal Identification.

Officer Incharge :

Designation | Division | Contact No
--- | --- | ---
Manager (Survay) | Survay | 011-2421796",2,"Housing, Property & Utilities",Housing & Property,21,Survey Activities,671,https://gic.gov.lk/gic/index.php/en/component/info/?id=671&catid=21&task=info,"Service: Survey Activities
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: Issuing Deeds of Ownership and Solving Demarcation Problems: Eligibility and Application Procedure
---
Issuing Deeds of ownership for the properties given by the NHDA and Solving Demarcation Problems.

Eligibility Deedholder/Houseowner should be present.

Procedure for Submitting Applications

Where Applications are Available Survey Section, National Housing Development Authority, Colombo 02. Applications can be obtained free of charge

Duration for Submission of Applications From 8.30 a.m. to 3.00 p.m on office days. Service Charges Rs 2346/- for a Normal Survey Plan (Less than 20 Perch) + Rs. 500/- additional 20 Perch

Rs 2932.50/- for Condominium Plan.

Rs 5,300/- to solve Boundary problems within the Colombo Municipal Council area,

Rs 4,250/- for other Municipal Councils areas

Rs.3,650/- for Pradesheeya Sabah Areas.

Time Taken to Provide Service (Normal Service and Priority Services) Survey Plan - within one week To solve Boundary problem - within one month (Above period Depends on the Availability of Survey Assistants)

Documents in Proof : Deed or a Letter from Relevant District Manager and [National Identity Card](https://gic.gov.lk/gic/index.php/en/component/info/?id=0&task=info&back=0&pid=671) for personal Identification.

Officer Incharge :

Designation | Division | Contact No
--- | --- | ---
Manager (Survay) | Survay | 011-2421796"
2-21-594-2,Service Timeline and Required Documents for Land Ownership Transfer,"Period Taken to Provide the Service (Ordinary Service and Priority Service) : Minimum 6 months

Necessary Supporting Documents

- Letter of application
- The issued long term lease bond
- Receipt for payment of lease amount

Exceptions, Instances not Included Above and Special Information : Irrelevant

Application Form: None

Completed Specimen Application Form: Irrelevant",2,"Housing, Property & Utilities",Housing & Property,21,Obtain of Long Term Lease Bonds for Residential Purpose,594,https://gic.gov.lk/gic/index.php/en/component/info/?id=594&catid=21&task=info,"Service: Obtain of Long Term Lease Bonds for Residential Purpose
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: Service Timeline and Required Documents for Land Ownership Transfer
---
Period Taken to Provide the Service (Ordinary Service and Priority Service) : Minimum 6 months

Necessary Supporting Documents

- Letter of application
- The issued long term lease bond
- Receipt for payment of lease amount

Exceptions, Instances not Included Above and Special Information : Irrelevant

Application Form: None

Completed Specimen Application Form: Irrelevant"
2-23-751-2,"Application Locations, Fees, and Submission Times","How to make Applications

Applications can be obtained from following places:

Electrical Engineer ( Colombo North )

Ceylon Electricity Board

No 74/5 - 1/1, Grandpass Rd ,

Colombo 14.

Electrical Engineer ( Colombo South )

Ceylon Electricity Board

No 57/2/1, High Level Rd ,

Kirulapona ,

Colombo 0 6.

Electrical Engineer ( Colombo East )

Ceylon Electricity Board

No 70/2/1, Buddhist Society Building ,

Colombo 0 8.

Electrical Engineer ( Colombo West )

Ceylon Electricity Board

No 340, R . A . De Mel Mw ,

Laxman Buldg.

Colonmbo 03.

Application fee:

Applications are free

When application is filled and submitted, Rs. 250.00 should be paid

Application submission times :-

Week days - 09.00 - 14.00 hrs",2,"Housing, Property & Utilities",Utilities,23,Obtaining an Ordinary Supply Electricity Service within Colombo Municipal Limits,751,https://gic.gov.lk/gic/index.php/en/component/info/?id=751&catid=23&task=info,"Service: Obtaining an Ordinary Supply Electricity Service within Colombo Municipal Limits
Main Category: Housing, Property & Utilities
Subcategory: Utilities
Topic: Application Locations, Fees, and Submission Times
---
How to make Applications

Applications can be obtained from following places:

Electrical Engineer ( Colombo North )

Ceylon Electricity Board

No 74/5 - 1/1, Grandpass Rd ,

Colombo 14.

Electrical Engineer ( Colombo South )

Ceylon Electricity Board

No 57/2/1, High Level Rd ,

Kirulapona ,

Colombo 0 6.

Electrical Engineer ( Colombo East )

Ceylon Electricity Board

No 70/2/1, Buddhist Society Building ,

Colombo 0 8.

Electrical Engineer ( Colombo West )

Ceylon Electricity Board

No 340, R . A . De Mel Mw ,

Laxman Buldg.

Colonmbo 03.

Application fee:

Applications are free

When application is filled and submitted, Rs. 250.00 should be paid

Application submission times :-

Week days - 09.00 - 14.00 hrs"
2-21-557-2,"වැඩ කරන කාලය සහ පියවරෙන් පියවර ක්‍රියාවලිය (අනවසර, සංවර්ධිත රජයේ ඉඩම් නොමිලේ බෙදා දීම)","වැඩ කරන කාලය / දින

ප්‍රදේශීය ලේකම් කාර්ය්යලය (රජයේ ඉඩම් පිළිබඳ අංශය)

පෙ.ව. 9.00 _ ප.ව. 4.30

සඳුදා සහ බඳාදා

ග්‍රාම නිලධාරී කාර්ය්යලය	පෙ.ව. 9.00 _ ප.ව. 4.45

සඳුදා

පෙ.ව. 9.00 _ 12.00 දක්වා

පියවරෙන් පියවර ක්‍රියාවලිය ( අනවසර, සංවර්ධිත රජයේ ඉඩම් නොමිලේ බෙදා දීම )

පියවර 1: ඉල්ලූම්කරු විසින් සංවර්ධනය කරන ලද රජයේ ඉඩම පිළිබඳ සම්පූර්ණ විස්තර සහිත

ලිපියක් ඉදිරිපත් කළ යුතුය. 

සැලකිය යුතුයි : පහත සඳහන් කරුණු ඉල්ලූම් කරන ලිපියේ සඳහන් විය යුතුය.

•	ඉඩම අවට ඇති ඉඩම්වල විස්තර

•	රජයේ ඉඩමේ ස්වභාවය

•	ඉඩම සංවර්ධනය කිරීමට ඉල්ලූම් කර ඇති වැඩපිළිවෙල

•	අයිතිය සඳහා විරුද්ධ කරුවන් නැති බව

•	ඉඩම නොමිලේ ලබා ගැනීමට නම් පවුලේ විස්තර හා සුදුසුකම්

පියවර 2: ඉල්ලූම්කරු ග්‍රාම නිලධාරී සහතිකය ලබාගත යුතුය

සැලකිය යුතුයි:_ ඉල්ලූම්කරු විසින් සලයා ඇති තොරතුරු නිවැරදිද සොයා බැලීමට ග්‍රාම

නිලධාරී විසින් කටයුතු කරනු ලැබේ.

පියවර 3: ග්‍රාම නිලධාරී සහතිකය සමඟ ඉල්ලූම්පත ප්‍රාදේශීය ලේකම් කාර්ය්‍යලය වෙත භාරදීම.

පියවර 4: ප්‍රාදේශීය ලේකම් කාර්ය්යලය මගින් සම්මුක පරීක්ෂණයක් සඳහා ඉල්ලූම්කරු කැඳවීම.

පියවර 5: ප්‍රාදේශීය ලේකම් කාර්ය්‍යලය මගින් මෙම තොරතුරු ඉඩම් කොමසාරිස් තුමා වෙත යවා",2,"Housing, Property & Utilities",Housing & Property,21,Obtaining Free Government Land Developed Unauthorized,557,https://gic.gov.lk/gic/index.php/en/component/info/?id=557&catid=21&task=info,"Service: Obtaining Free Government Land Developed Unauthorized
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: වැඩ කරන කාලය සහ පියවරෙන් පියවර ක්‍රියාවලිය (අනවසර, සංවර්ධිත රජයේ ඉඩම් නොමිලේ බෙදා දීම)
---
වැඩ කරන කාලය / දින

ප්‍රදේශීය ලේකම් කාර්ය්යලය (රජයේ ඉඩම් පිළිබඳ අංශය)

පෙ.ව. 9.00 _ ප.ව. 4.30

සඳුදා සහ බඳාදා

ග්‍රාම නිලධාරී කාර්ය්යලය	පෙ.ව. 9.00 _ ප.ව. 4.45

සඳුදා

පෙ.ව. 9.00 _ 12.00 දක්වා

පියවරෙන් පියවර ක්‍රියාවලිය ( අනවසර, සංවර්ධිත රජයේ ඉඩම් නොමිලේ බෙදා දීම )

පියවර 1: ඉල්ලූම්කරු විසින් සංවර්ධනය කරන ලද රජයේ ඉඩම පිළිබඳ සම්පූර්ණ විස්තර සහිත

ලිපියක් ඉදිරිපත් කළ යුතුය. 

සැලකිය යුතුයි : පහත සඳහන් කරුණු ඉල්ලූම් කරන ලිපියේ සඳහන් විය යුතුය.

•	ඉඩම අවට ඇති ඉඩම්වල විස්තර

•	රජයේ ඉඩමේ ස්වභාවය

•	ඉඩම සංවර්ධනය කිරීමට ඉල්ලූම් කර ඇති වැඩපිළිවෙල

•	අයිතිය සඳහා විරුද්ධ කරුවන් නැති බව

•	ඉඩම නොමිලේ ලබා ගැනීමට නම් පවුලේ විස්තර හා සුදුසුකම්

පියවර 2: ඉල්ලූම්කරු ග්‍රාම නිලධාරී සහතිකය ලබාගත යුතුය

සැලකිය යුතුයි:_ ඉල්ලූම්කරු විසින් සලයා ඇති තොරතුරු නිවැරදිද සොයා බැලීමට ග්‍රාම

නිලධාරී විසින් කටයුතු කරනු ලැබේ.

පියවර 3: ග්‍රාම නිලධාරී සහතිකය සමඟ ඉල්ලූම්පත ප්‍රාදේශීය ලේකම් කාර්ය්‍යලය වෙත භාරදීම.

පියවර 4: ප්‍රාදේශීය ලේකම් කාර්ය්යලය මගින් සම්මුක පරීක්ෂණයක් සඳහා ඉල්ලූම්කරු කැඳවීම.

පියවර 5: ප්‍රාදේශීය ලේකම් කාර්ය්‍යලය මගින් මෙම තොරතුරු ඉඩම් කොමසාරිස් තුමා වෙත යවා"
2-23-759-1,Pre-requisites and Required Documents for Service Application,"Pre-requisites

The bills should be in applicant’s name

All bills up to final bill should have been settled

Required Documents

1. Photo copy of paid bill ( last bill )

2. Photocopy of National ID .

How to make Applications

No specific application. A request letter should be forwarded to respective Area Engineers office.

Application fee

No fee

Application submission times :-

On Week days 09.00 - 14.00

Cost for obtaining service

Last bill should have been settled fully.

After making request, an estimate will be given.

Time to provide service ( Normal and priority services )

Within 2 weeks.",2,"Housing, Property & Utilities",Utilities,23,Change of the Place where the Meters is Fixed,759,https://gic.gov.lk/gic/index.php/en/component/info/?id=759&catid=23&task=info,"Service: Change of the Place where the Meters is Fixed
Main Category: Housing, Property & Utilities
Subcategory: Utilities
Topic: Pre-requisites and Required Documents for Service Application
---
Pre-requisites

The bills should be in applicant’s name

All bills up to final bill should have been settled

Required Documents

1. Photo copy of paid bill ( last bill )

2. Photocopy of National ID .

How to make Applications

No specific application. A request letter should be forwarded to respective Area Engineers office.

Application fee

No fee

Application submission times :-

On Week days 09.00 - 14.00

Cost for obtaining service

Last bill should have been settled fully.

After making request, an estimate will be given.

Time to provide service ( Normal and priority services )

Within 2 weeks."
2-22-712-1,"Eligibility, Application Procedure, and Service Charges","Eligibility Should be the Owner of the Land Procedure for submitting applications Forwarded to UDA by the Dept. of Agrarian Development and Sri Lanka Land Reclamation &Development Co-operation Inquiries can be made about the applications forwarded to UDA during any week day between 9.00 a.m. to 4.00 p.m. Service Charge For Lands less than 150 sq. m =Rs. 2,500 + VAT + NBT For Lands 151 – 300 sq. m =Rs. 5,000 + VAT + NBT For Lands more than 301 sq m for every increasing 150 sq.m =Rs. 3,000 + VAT + NBT Time taken to provide the service About three weeks. Supporting documents required 1.Copy of the survey plan 2.Sketch of the route to access the land 3..Recommendations from the other relevant institutions Staff Officers in charge of the service",2,"Housing, Property & Utilities",Planning & Building Regulations,22,Obtaining planning clearance for the development of low-lying lands and paddy lands,712,https://gic.gov.lk/gic/index.php/en/component/info/?id=712&catid=22&task=info,"Service: Obtaining planning clearance for the development of low-lying lands and paddy lands
Main Category: Housing, Property & Utilities
Subcategory: Planning & Building Regulations
Topic: Eligibility, Application Procedure, and Service Charges
---
Eligibility Should be the Owner of the Land Procedure for submitting applications Forwarded to UDA by the Dept. of Agrarian Development and Sri Lanka Land Reclamation &Development Co-operation Inquiries can be made about the applications forwarded to UDA during any week day between 9.00 a.m. to 4.00 p.m. Service Charge For Lands less than 150 sq. m =Rs. 2,500 + VAT + NBT For Lands 151 – 300 sq. m =Rs. 5,000 + VAT + NBT For Lands more than 301 sq m for every increasing 150 sq.m =Rs. 3,000 + VAT + NBT Time taken to provide the service About three weeks. Supporting documents required 1.Copy of the survey plan 2.Sketch of the route to access the land 3..Recommendations from the other relevant institutions Staff Officers in charge of the service"
2-21-556-1,ඉල්ලූම් කිරීමේ ක්‍රියා මාර්ගය සහ අවශ්‍ය ලියකියවිලි,"ඉල්ලූම්පත් කිරීමේ ක්රියා මාර්ගය යටතේ ඉල්ලූම්කරුට ප්රදේශීය ලේකම් තුමාගෙන් ඉල්ලූම් පතක් ලබා ගත හැක. නැතහොත් ප්රාදේශීය ලේකම් තුමා විසින් නිකුත් කරන ලද ආදර්ශ ඉල්ලූම් පත්රය අනුව ඉල්ලූම් පතක් සකසා ගත හැක. සෑම අංශයකින්ම ඉල්ලූම් පත්රය සම්පූර්ණ විය යුතුය. දැනට ඉල්ලූම් පත්ර නොමැත. ඉල්ලුම්පත්‍රය භාර දීම සම්බන්ධයෙන් සම්පූර්ණ කරන ලද අයදුම් පත්රය තම ප්රදේශයේ ප්රාදේශීය ලේකම් තුමාට භාර දිය යුතුය. වැඩ කරන දින සඳුදා සහ බඳාදා වන අතර වැඩ කරන කාලසීමාව පෙ.ව. 9.00 සිට ප.ව. 4.30 දක්වා වේ. අවශ්‍ය ලියකියවිලි ලෙස ග්රාම නිලධාරී විසින් අනුමත කරන ලද සහතිකය, උප්පැන්න සහතිකය, ජාතික හැඳුනුම්පත සහ විවාහ සහතිකය අවශ්‍ය වේ.",2,"Housing, Property & Utilities",Housing & Property,21,Obtaining a Government Land Free of Charge,556,https://gic.gov.lk/gic/index.php/en/component/info/?id=556&catid=21&task=info,"Service: Obtaining a Government Land Free of Charge
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: ඉල්ලූම් කිරීමේ ක්‍රියා මාර්ගය සහ අවශ්‍ය ලියකියවිලි
---
ඉල්ලූම්පත් කිරීමේ ක්රියා මාර්ගය යටතේ ඉල්ලූම්කරුට ප්රදේශීය ලේකම් තුමාගෙන් ඉල්ලූම් පතක් ලබා ගත හැක. නැතහොත් ප්රාදේශීය ලේකම් තුමා විසින් නිකුත් කරන ලද ආදර්ශ ඉල්ලූම් පත්රය අනුව ඉල්ලූම් පතක් සකසා ගත හැක. සෑම අංශයකින්ම ඉල්ලූම් පත්රය සම්පූර්ණ විය යුතුය. දැනට ඉල්ලූම් පත්ර නොමැත. ඉල්ලුම්පත්‍රය භාර දීම සම්බන්ධයෙන් සම්පූර්ණ කරන ලද අයදුම් පත්රය තම ප්රදේශයේ ප්රාදේශීය ලේකම් තුමාට භාර දිය යුතුය. වැඩ කරන දින සඳුදා සහ බඳාදා වන අතර වැඩ කරන කාලසීමාව පෙ.ව. 9.00 සිට ප.ව. 4.30 දක්වා වේ. අවශ්‍ය ලියකියවිලි ලෙස ග්රාම නිලධාරී විසින් අනුමත කරන ලද සහතිකය, උප්පැන්න සහතිකය, ජාතික හැඳුනුම්පත සහ විවාහ සහතිකය අවශ්‍ය වේ."
2-75-669-2,Supervised Staff Officers Contact Details,"Supervised Staff Officers by,

Designation | Division | Phone | Fax | Email
--- | --- | --- | --- | ---
Chief Engineer (Eng. Ser.) | Engineer Service | 011-2389510 | 011-2438130 | dgmes@nhda.lk
Elec. Engineer (Maintanance) | Engineer Service | 011-2320047 | 011-2438130 | dgmes@nhda.lk",2,"Housing, Property & Utilities",Infrastructure,75,Maintaining Continuous Operation at Pumping Stations in Urban Housing Projects,669,https://gic.gov.lk/gic/index.php/en/component/info/?id=669&catid=75&task=info,"Service: Maintaining Continuous Operation at Pumping Stations in Urban Housing Projects
Main Category: Housing, Property & Utilities
Subcategory: Infrastructure
Topic: Supervised Staff Officers Contact Details
---
Supervised Staff Officers by,

Designation | Division | Phone | Fax | Email
--- | --- | --- | --- | ---
Chief Engineer (Eng. Ser.) | Engineer Service | 011-2389510 | 011-2438130 | dgmes@nhda.lk
Elec. Engineer (Maintanance) | Engineer Service | 011-2320047 | 011-2438130 | dgmes@nhda.lk"
2-21-670-1,Eligibility Criteria and Application Submission Procedure,"Eligibility

- Should not Have obtained a House/Land from the NHDA Before
- Monthly Income of the Family
- Affordability of Repayment
- Citizenship of Sri Lanka

Procedure for Submitting the Application

Places from where to Obtain Applications After Publishing Newspaper Advertisements, Applications can be obtained from Head Office or Relevant District Offices.

Fees Payable to obtain Applications | - | Rs 175.95/- (Including VAT)
--- | --- | ---
Duration for Submission of Application | - | From 9.00 a.m. to 3.00 p.m on office days
Fees Payable to Obtain the Service | - | Nil",2,"Housing, Property & Utilities",Housing & Property,21,Sale of Houses,670,https://gic.gov.lk/gic/index.php/en/component/info/?id=670&catid=21&task=info,"Service: Sale of Houses
Main Category: Housing, Property & Utilities
Subcategory: Housing & Property
Topic: Eligibility Criteria and Application Submission Procedure
---
Eligibility

- Should not Have obtained a House/Land from the NHDA Before
- Monthly Income of the Family
- Affordability of Repayment
- Citizenship of Sri Lanka

Procedure for Submitting the Application

Places from where to Obtain Applications After Publishing Newspaper Advertisements, Applications can be obtained from Head Office or Relevant District Offices.

Fees Payable to obtain Applications | - | Rs 175.95/- (Including VAT)
--- | --- | ---
Duration for Submission of Application | - | From 9.00 a.m. to 3.00 p.m on office days
Fees Payable to Obtain the Service | - | Nil"
