question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
78,3-25-811-1,What are the eligibility thresholds for 'common naya' companies to obtain small and medium-sized loans?,0,1,1,1,1,3-25-1860-1|3-25-811-1|3-25-1860-4|3-25-2368-1|3-25-807-2|3-25-812-1|3-25-1861-1|3-25-807-1|3-25-806-1|3-24-799-2|3-25-1860-2|3-25-666-1|3-25-807-3|3-25-1860-3|3-25-809-2
79,3-24-2367-1,What is the specific heading of RDB Accounts under the Bank Accounts Sub-Division?,1,1,1,1,1,3-24-2367-1|3-24-1836-3|3-24-799-2|3-25-2368-4|3-24-799-3|3-24-800-2|3-25-2368-2|3-24-1836-2|10-61-1790-3|3-25-2368-1|3-24-1836-1|3-24-800-3|10-62-1272-2|10-62-1697-1|3-24-800-1
80,3-26-1156-7,What are the additional requirements for obtaining club licenses?,1,1,1,1,1,3-26-1156-7|10-65-404-2|10-65-398-2|10-65-390-2|10-65-400-2|10-65-400-4|3-26-1156-5|11-68-1150-1|3-24-800-3|11-68-1150-2|10-65-404-1|1-16-1600-3|3-26-1156-4|10-65-398-4|10-65-402-1
81,3-25-1860-3,"What are the guarantee requirements for small and medium sized loans under Rs. 100,000/-?",0,0,1,1,1,3-25-1860-1|3-25-1860-4|3-25-1861-1|3-25-2368-1|3-25-1860-3|3-25-812-1|3-25-807-2|3-25-807-1|3-25-809-3|3-25-806-2|3-25-1860-2|3-25-807-3|3-25-809-2|3-25-806-1|3-25-811-1
82,3-24-981-1,What are the various children's accounts to be provided and what are their age qualifications?,0,0,0,1,1,3-24-1848-1|3-24-726-1|3-24-801-3|3-24-801-2|3-24-801-1|3-24-800-3|7-40-1806-1|7-40-991-4|3-24-981-1|3-24-1852-2|9-50-1604-1|3-24-1836-1|7-40-1854-1|9-50-1615-1|3-24-799-1
83,3-24-1038-1,What are the various types of savings accounts provided by the Vanitha Shakti Bank Associations?,1,1,1,1,1,3-24-1038-1|3-24-1038-3|3-24-1038-2|3-24-1836-1|3-24-1856-1|3-24-1848-1|3-24-1857-1|3-24-1836-3|3-24-1836-2|3-24-800-1|3-25-808-1|3-24-799-2|3-24-801-3|3-24-799-5|3-24-800-3
84,3-25-567-1,When can the application for Income Certificate be submitted to the Divisional Secretariat?,0,0,0,0,0,7-41-481-2|10-64-586-2|10-64-586-1|9-52-584-3|3-25-844-1|9-51-583-2|9-51-583-4|9-51-583-3|6-38-850-2|9-50-580-2|9-50-581-4|9-51-367-1|9-50-581-2|2-21-672-1|9-50-581-5
85,3-26-775-1,What are the services available to Sri Lankan bank account holders through Savings Insurance Services?,1,1,1,1,1,3-26-775-1|3-24-1836-1|3-24-1848-1|3-24-1857-1|6-37-375-10|3-24-1836-3|3-24-1836-2|3-24-800-2|10-89-1224-3|3-24-1852-2|3-90-805-3|3-24-800-1|3-24-799-2|3-25-2368-1|3-24-1856-1
86,3-26-867-1,Who can get the specified Tax Permit Service?,0,1,1,1,1,3-26-864-1|3-26-867-1|8-45-1114-1|3-26-864-2|2-22-700-1|8-45-1110-1|8-45-1114-2|8-45-1112-1|8-45-1112-2|3-26-864-3|3-26-865-1|7-43-701-1|8-45-1110-2|3-26-866-1|10-65-390-2
87,3-24-802-1,What are the advantages and disadvantages of opening a secure currency account?,0,0,0,0,0,3-24-800-3|3-24-1852-2|3-24-799-6|3-24-723-1|3-24-803-2|3-24-803-3|3-24-799-5|3-24-1852-1|3-24-799-3|3-24-1836-1|3-24-1852-3|3-24-801-3|3-24-981-1|3-24-803-1|3-24-799-1
88,3-24-1836-3,What documents are required to open the Association’s accounts?,0,0,1,1,1,3-24-799-2|3-24-799-3|3-24-800-3|3-24-1836-3|3-24-1852-2|3-24-1836-1|6-93-842-3|6-35-845-3|3-24-1836-2|3-26-1156-5|3-24-799-1|3-24-803-2|3-26-864-2|10-55-1269-6|6-38-846-2
89,3-26-765-1,What documents are required to obtain detailed weather reports for insurance claims?,0,1,1,1,1,3-26-765-2|12-71-765-2|3-26-765-1|12-71-765-1|12-71-771-2|12-71-764-2|12-71-767-3|12-71-769-1|12-71-764-3|12-71-771-1|12-71-764-4|6-37-375-4|12-71-764-1|12-71-767-1|12-71-769-2
90,3-25-809-1,What is the main purpose of the 'Capruga' loan scheme and with which council is it working?,0,0,0,0,0,3-25-2368-2|3-25-813-1|6-37-375-7|3-25-1860-2|3-25-761-1|3-25-1860-1|3-25-807-2|3-25-814-1|3-25-2368-5|6-37-375-10|3-25-813-2|3-25-808-2|3-25-806-2|2-21-598-2|2-21-671-1
91,3-24-799-3,What are the eligibility limits for opening a spreadsheet?,0,0,0,0,0,3-24-724-1|3-24-725-2|3-24-724-2|3-24-799-2|3-24-1852-2|3-24-726-1|3-24-799-1|3-24-723-1|8-45-1113-3|3-24-800-2|3-26-1156-4|3-24-1858-1|3-24-1836-2|3-24-1836-1|3-24-802-1
92,3-24-800-3,What are the eligibility criteria and necessary documents for opening a simple rupee savings account for associations and communities?,1,1,1,1,1,3-24-800-3|3-24-800-1|3-24-1836-1|3-24-801-3|3-24-801-2|3-24-799-2|3-24-1836-3|3-24-1852-2|3-24-1857-1|3-24-801-1|3-24-803-2|3-24-799-1|3-24-802-1|3-24-1856-1|3-24-723-1
93,9-51-582-4,What is the first step to be taken by the applicant to obtain a marriage certificate?,0,0,0,0,0,9-51-583-4|9-51-583-2|9-51-583-3|9-51-583-5|9-51-367-1|9-51-583-1|9-51-1621-2|6-38-847-2|9-51-583-6|9-51-353-2|9-51-352-1|9-51-1621-1|6-37-2327-1|5-32-467-1|9-50-355-1
94,9-51-583-4,What is the period of legal validity of the marriage certificate obtained from the Divisional Secretariat?,0,1,1,1,1,9-51-582-6|9-51-583-4|9-51-582-3|9-51-582-4|9-51-582-1|9-51-582-5|9-51-582-2|9-51-583-3|9-51-367-1|9-51-583-1|9-51-352-1|9-51-583-2|9-51-583-5|7-41-481-2|9-51-1621-2
95,9-50-359-1,Who are eligible to apply for late birth registration?,1,1,1,1,1,9-50-359-1|9-50-359-2|9-50-1604-1|9-50-1615-1|7-40-991-4|5-29-486-2|9-54-485-2|9-50-2-1|9-50-3-1|9-50-1561-2|6-38-846-2|9-50-6-1|9-50-4-1|7-43-1270-4|9-50-581-5
96,9-50-581-3,What sub-documents do applicants over 18 years of age require to change their birth certificate?,0,0,1,1,1,9-50-359-2|9-50-1561-1|9-50-581-5|9-50-581-3|9-50-1604-1|9-50-1561-2|9-50-581-4|9-50-581-1|6-38-846-2|4-27-1766-1|9-50-581-2|9-50-581-9|9-50-581-8|9-50-581-6|9-50-1615-1
97,9-51-353-3,What is the minimum age for both parties when submitting the announcement of marriage in Kandy?,1,1,1,1,1,9-51-353-3|9-51-353-2|9-51-352-1|9-51-1621-1|9-51-353-1|9-51-1621-2|4-91-637-1|9-51-582-6|9-51-583-4|5-29-486-2|9-54-485-2|9-51-352-3|9-51-583-3|9-50-1615-1|9-51-352-2
98,9-49-396-1,What are the requirements for obtaining a Certificate of Citizenship of Indian Origin?,1,1,1,1,1,9-49-396-1|9-50-355-1|9-51-583-4|9-51-367-1|9-50-359-2|9-51-583-5|9-50-359-1|9-54-485-2|5-29-486-2|6-37-375-6|9-49-392-1|9-50-1615-1|9-51-583-2|3-24-800-3|6-38-849-2
99,9-52-584-3,What are the working hours and opening hours for submitting death registration application form in the Divisional Secretariat Office?,1,1,1,1,1,9-52-584-3|7-41-481-2|10-64-586-2|9-52-584-1|9-52-584-4|6-38-852-2|9-52-7-1|12-92-876-2|9-52-584-2|9-52-584-5|9-52-12-2|10-62-743-1|9-52-9-1|10-64-586-1|7-41-987-3
100,9-50-581-9,How much is the stamp tax levied for changes in birth certificate through the Divisional Secretariat?,0,0,0,1,1,9-50-581-4|9-50-581-7|9-50-581-2|9-50-581-1|9-50-581-5|9-50-581-6|9-50-355-1|9-50-581-8|9-50-581-3|9-50-581-9|9-50-579-3|9-50-580-2|9-50-580-1|9-50-1561-1|9-51-583-6
101,9-50-581-1,What kind of changes can be made in birth certificate through the Divisional Secretariat?,0,0,0,1,1,9-50-581-4|9-50-581-8|9-50-581-5|9-50-581-2|9-50-581-6|9-50-581-7|9-50-581-9|9-50-581-1|9-50-581-3|9-50-579-4|9-50-579-1|9-50-580-2|9-50-1561-1|9-50-580-1|9-50-579-2
102,9-50-1604-1,What are the main age requirements of the child and the applicant in the process of adoption?,1,1,1,1,1,9-50-1604-1|7-40-991-4|7-40-1806-1|7-40-1797-1|7-40-1854-1|3-24-726-1|7-39-1854-1|7-40-1808-1|7-39-1806-1|7-39-1797-1|7-40-991-3|7-39-1808-1|7-40-1801-1|7-40-1796-1|7-39-1807-1
103,9-49-391-1,Which sections can a person apply for dual citizenship in Sri Lanka?,1,1,1,1,1,9-49-391-1|5-29-486-2|9-49-392-1|9-54-485-2|6-37-375-6|10-65-390-2|4-27-1767-1|6-37-387-3|3-24-799-1|4-27-407-1|3-24-1858-2|11-66-749-1|8-45-1112-1|3-24-1836-1|4-27-407-3
104,9-50-3-1,What documents are required to register a birth in a rural hospital?,1,1,1,1,1,9-50-3-1|9-50-4-1|9-52-11-1|9-50-359-2|9-50-1492-1|9-50-359-1|9-50-6-1|9-50-2-1|9-50-1492-2|9-50-355-1|9-50-1561-2|7-41-488-3|9-49-392-1|7-40-991-5|9-52-12-1
105,9-51-582-2,What are the working days and opening hours for getting the Marriage Certificate Form in the Divisional Secretariat?,0,0,0,1,1,9-51-583-3|7-41-481-2|9-52-584-3|9-51-582-6|9-51-582-3|10-64-586-2|9-51-582-5|9-51-583-2|9-51-582-2|9-51-582-4|9-51-582-1|9-51-583-4|9-51-367-1|10-64-586-1|6-38-847-2
106,9-54-485-4,Who is responsible for the appointment of Election Registrar and what is their main task?,0,1,1,1,1,9-54-485-11|9-54-485-4|9-54-485-1|5-29-486-1|5-29-487-2|5-29-487-1|9-54-485-6|5-29-486-3|5-29-486-6|9-54-485-7|9-54-485-3|5-29-487-5|5-29-487-3|9-54-485-10|5-29-486-7
107,9-54-485-5,What are the eligibility criteria for registration of Sri Lankan citizens in voter registers and what is the eligibility date for age?,0,1,1,1,1,9-54-485-2|5-29-486-2|9-54-485-5|3-24-1858-2|10-65-390-2|3-24-799-1|10-65-398-2|9-49-391-1|3-24-1858-1|3-24-1836-1|8-45-1112-1|4-91-637-1|2-21-599-1|9-49-392-1|3-24-799-2
108,9-51-352-3,What is the accepted fee system for listed marriage registration fees?,0,1,1,1,1,9-51-352-2|9-51-352-3|9-51-583-6|9-51-367-1|2-21-1622-1|5-29-487-4|9-51-583-5|9-51-352-1|8-44-929-3|9-51-353-3|9-51-1621-1|9-54-485-9|10-65-408-7|5-29-486-5|6-38-847-1
109,9-54-485-1,What is the registration date for election purposes and what is the minimum age requirement for additional citizens to be added?,0,0,0,0,1,9-54-485-2|5-29-486-2|9-54-485-5|5-29-486-3|5-29-486-1|9-50-1604-1|9-54-485-8|5-29-487-1|9-54-485-7|5-29-487-2|9-54-485-1|5-29-487-4|9-51-353-3|5-29-486-4|9-54-485-12
110,9-52-366-2,How much is the cost of translation of death certificate?,1,1,1,1,1,9-52-366-2|9-52-1603-1|9-52-7-1|9-52-585-2|9-52-585-5|10-62-743-1|9-51-364-1|9-52-366-1|9-52-584-5|9-52-585-1|9-52-585-3|9-52-584-2|9-50-365-1|4-27-1766-2|9-52-12-2
111,9-54-485-9,What are the penalties for those who fail to provide the necessary information during the election registration or who deliberately provide incorrect information?,0,1,1,1,1,5-29-487-4|9-54-485-9|5-29-486-5|9-54-485-6|5-29-487-1|5-29-487-2|9-54-485-10|5-29-486-3|5-29-487-5|5-29-486-6|9-54-485-3|9-54-485-2|9-54-485-8|9-54-485-5|9-50-1561-1
112,9-50-1492-2,"What is the time limit for registering a birth free of charge, and what additional document is provided free of charge?",1,1,1,1,1,9-50-1492-2|9-50-4-1|9-50-359-1|5-29-487-4|9-50-2-1|9-50-359-2|9-50-3-1|3-24-725-1|9-51-352-2|6-38-850-1|9-50-1561-1|9-52-12-2|5-29-486-5|11-66-750-2|10-57-1645-2
113,9-50-579-4,How are the stamp fees for getting birth certificates different for different periods?,0,0,0,0,0,9-51-583-6|9-50-1492-2|9-51-583-5|11-66-745-1|11-66-718-1|9-50-355-1|9-50-1561-1|9-50-359-1|11-68-729-1|3-26-1156-2|11-66-719-1|9-52-584-5|3-24-725-1|9-50-359-2|9-51-352-2
114,9-51-353-1,What are the geographical areas under the Kandy Marriage Act?,1,1,1,1,1,9-51-353-1|9-51-353-2|9-51-353-3|9-51-352-1|4-27-1766-2|9-51-352-3|9-51-1621-1|2-75-2283-1|2-22-712-1|5-30-668-1|9-51-582-4|9-51-582-1|9-51-582-6|9-51-582-3|9-51-582-2
115,9-50-359-2,What documents are required for post-birth registration after one year?,1,1,1,1,1,9-50-359-2|9-50-1561-2|9-50-359-1|6-38-846-2|9-50-1604-1|9-50-1492-2|10-89-1224-4|9-50-4-1|6-35-845-3|7-41-488-3|9-50-2-1|9-50-1561-1|6-34-845-4|6-34-845-3|7-40-991-5
116,9-50-581-2,Which specific application forms are required for various changes such as changing the name of the mother or father in birth certificate?,0,0,1,1,1,9-50-1561-1|9-50-1561-2|9-50-359-2|9-50-581-4|9-50-581-2|9-50-581-5|9-50-581-6|9-50-581-9|9-50-581-7|9-50-581-8|9-50-581-1|9-50-581-3|5-29-486-3|6-34-845-1|8-45-1113-3
117,9-52-584-4,How will the applicant receive the death certificate after successful registration?,0,1,1,1,1,9-52-584-2|9-52-7-1|9-52-584-4|9-52-9-1|9-52-584-1|9-52-12-2|9-52-584-5|9-52-11-1|9-52-12-1|9-52-10-1|9-51-583-2|9-52-585-3|9-52-585-2|9-52-584-3|6-38-852-2
118,9-50-2-1,"What is the first step for registering a birth at home, and how long does it take to report it?",1,1,1,1,1,9-50-2-1|9-50-1492-2|9-50-4-1|9-50-3-1|9-50-1492-1|9-50-359-1|9-50-359-2|9-52-12-1|9-50-6-1|9-52-9-1|5-29-487-3|6-34-845-1|9-51-583-2|8-44-929-2|5-29-486-4
119,11-66-733-1,What is the fee for receipt of application form for total postal service?,0,1,1,1,1,11-66-745-1|11-66-733-1|11-66-718-1|11-66-747-1|11-66-719-1|11-66-735-1|11-66-738-1|5-31-730-1|11-66-746-1|11-66-728-1|11-68-729-1|11-66-750-2|2-23-740-1|11-66-736-1|3-24-724-1
120,11-66-737-1,What are the fees to be paid for 'External Barsel Shipping' service?,0,0,0,0,0,11-66-749-2|10-57-411-3|10-57-410-3|5-28-419-10|11-66-745-1|12-70-1427-2|10-57-1645-2|4-27-454-2|8-44-927-4|4-27-434-2|10-57-433-3|11-66-747-1|10-88-927-4|5-28-859-4|10-65-415-5
121,11-66-715-1,What are the documents required to receive an ordinary money mail?,1,1,1,1,1,11-66-715-1|11-66-749-3|11-66-720-1|11-66-717-1|6-38-846-2|11-66-718-1|3-24-1858-1|3-26-864-2|11-66-719-1|11-66-750-2|6-38-847-2|11-66-720-2|10-89-1224-4|6-37-375-6|11-66-1162-1
122,11-66-733-2,Is there a specific application form for the total postal service?,0,0,0,0,0,5-31-730-1|11-66-747-1|11-66-733-1|11-68-729-1|11-66-718-1|11-66-745-1|11-66-738-1|11-66-719-1|11-66-732-3|11-66-750-1|11-66-728-1|2-23-740-1|11-66-749-1|11-66-720-1|11-66-745-2
123,11-66-750-1,What are the eligibility limits for commercial postal services?,0,0,0,1,1,3-24-724-1|3-24-725-2|11-66-745-1|11-68-729-1|11-66-733-1|11-66-728-1|11-66-718-1|11-66-750-1|11-66-721-1|5-31-730-1|11-66-719-1|11-66-720-1|11-66-717-1|11-66-747-1|3-26-1156-4
124,11-66-732-2,What is the name and telephone number of the Operational Assistant Postmaster for Business Response Room and Card Service?,0,1,1,1,1,11-66-747-2|6-36-1273-4|11-66-732-2|8-47-1207-2|11-66-745-2|11-66-720-2|11-66-719-2|11-66-718-2|4-91-674-4|5-30-1340-2|11-66-750-1|10-62-1276-4|4-91-1095-2|10-61-762-3|10-62-1274-4
125,11-66-749-4,What arrangements can be made if imported books or magazines are not available on time?,0,0,0,0,0,10-57-411-2|10-59-435-2|10-59-435-1|7-43-626-1|10-59-435-4|10-57-412-3|10-57-409-3|11-66-749-2|10-57-411-1|10-57-431-1|10-57-429-1|10-89-1224-4|11-66-749-3|10-59-435-5|10-60-524-2
126,11-68-931-3,What happens if the department does not receive a reply to the renewal application from the registered licensee within 6 months?,0,1,1,1,1,10-55-931-2|11-68-931-4|11-68-931-3|5-32-704-2|11-68-931-2|3-26-1156-1|3-26-1156-3|10-65-397-3|10-89-1224-3|10-65-397-2|10-65-402-2|5-32-522-1|5-32-713-1|5-29-487-4|10-65-395-2
127,11-66-747-2,How should a complaint be filed for non-availability of goods sent by Express mail on the date of delivery?,1,1,1,1,1,11-66-747-2|11-66-745-2|10-88-934-1|5-31-469-3|11-66-719-1|5-32-522-1|5-31-744-1|11-66-747-1|5-31-469-1|10-89-1296-1|11-66-718-1|10-57-465-2|11-66-732-3|6-93-842-2|11-66-749-2
128,11-66-745-2,"What documents and information will be useful when submitting a written complaint about damaged postal material, especially urgent letters?",1,1,1,1,1,11-66-745-2|11-66-747-2|11-66-732-3|11-66-719-2|5-32-470-2|11-66-718-2|5-31-460-2|11-66-749-4|5-31-457-2|11-66-749-3|5-31-744-1|11-66-719-1|5-31-457-3|5-31-453-2|5-31-730-1
129,11-67-833-1,Who is the officer responsible for the Department’s Internet Service and which section maintains it?,0,0,0,0,0,11-67-836-3|1-87-662-1|10-62-836-3|4-91-1095-2|2-22-712-2|11-66-732-2|2-75-669-2|11-67-1120-2|5-32-705-2|5-31-460-4|12-71-766-2|5-30-1340-2|12-71-770-2|12-71-767-2|10-62-1276-4
130,11-66-720-2,Who should be contacted if money is obtained fraudulently through the Foreign Money Orders and British Postal Orders Service?,1,1,1,1,1,11-66-720-2|11-66-720-1|11-66-719-1|11-66-719-2|11-66-718-2|11-66-718-1|11-66-1162-1|11-66-716-1|11-66-715-1|11-66-749-3|11-66-717-1|10-88-934-1|3-90-805-1|11-66-749-4|10-65-420-7
131,11-68-648-1,When was Motor Transport Department established and what was its main objective?,1,1,1,1,1,11-68-648-1|4-27-649-1|7-39-651-1|10-65-408-2|10-65-390-3|4-27-653-1|10-65-408-1|10-64-650-1|10-65-408-10|10-65-413-8|10-65-413-3|10-65-397-2|10-65-413-4|10-65-426-1|10-65-395-5
132,11-66-718-1,"What is the service described, and who is eligible for it?",0,0,0,0,0,10-60-2031-1|11-67-1120-1|3-90-2031-1|1-16-783-1|7-43-701-1|1-16-779-1|3-25-813-2|12-71-1148-1|8-45-1114-1|2-22-703-1|7-40-1898-1|11-67-1116-1|10-58-1697-1|12-71-767-1|8-45-1111-1
133,11-68-931-1,"Who is eligible for renewal of licenses under the Service of Renewal of Licenses of Consumers, Producers and Sellers",0,1,1,1,1,10-55-931-1|11-68-931-1|11-68-931-2|10-55-931-2|11-68-931-4|11-68-931-3|10-55-931-5|11-68-931-6|10-55-931-3|10-65-397-2|3-26-1156-4|10-65-397-5|5-31-469-1|10-65-398-2|3-26-1156-7
134,11-67-1176-1,What are some of the key activities of the Planning and Monitoring Unit (PMU)?,0,0,1,1,1,2-22-1176-1|10-65-1176-1|6-85-1176-1|11-67-1176-1|12-95-986-1|1-87-663-1|1-87-658-1|1-87-657-1|12-95-985-1|2-22-712-2|12-95-988-1|5-30-1337-1|12-95-988-2|2-22-710-2|12-95-985-2
135,11-68-931-6,"How much is the registration fee for renewal of licenses for repairers, manufacturers and sellers?",0,1,1,1,1,10-55-931-5|11-68-931-6|11-68-931-5|10-55-931-3|11-68-931-4|10-55-931-4|10-55-931-1|11-68-931-2|10-55-931-2|11-68-931-1|11-68-931-3|10-57-431-3|8-44-929-3|10-65-397-4|10-65-408-7
136,11-67-835-1,Who are the officials responsible for the sales offices in Matara and Kandy districts and what are their email addresses?,1,1,1,1,1,11-67-835-1|10-56-1174-4|10-94-2097-2|2-22-700-4|10-94-2232-2|10-62-1272-2|10-94-2232-3|7-43-701-2|10-62-836-3|2-22-712-2|10-55-1275-2|2-22-700-3|11-67-836-3|10-57-1279-3|10-62-1211-1
137,11-67-836-3,Who is the Employee Officer responsible for the 'Acquisition of Good Data Files' service?,0,1,1,1,1,10-62-836-3|11-67-836-3|6-34-845-5|11-66-732-2|11-67-1269-7|12-71-764-3|11-66-734-2|10-62-1276-4|11-66-720-2|10-59-1269-8|10-55-1269-8|2-22-712-2|11-67-1269-6|10-62-836-2|10-89-1269-7
138,11-67-1269-4,What are the application processing fees for investment projects under Section 16 or 17 of BOI Act?,0,0,0,0,0,7-43-1270-2|8-44-1270-2|10-55-1269-5|10-57-1270-2|10-59-1270-2|10-89-1269-5|10-89-1269-2|8-44-1269-2|10-59-1269-5|10-62-1269-2|8-44-1269-4|10-59-1269-2|10-55-1269-2|10-59-1270-1|10-62-1276-2
139,11-66-749-3,Who is responsible for this service when importing books or magazines from abroad in total?,0,1,1,1,1,11-66-749-2|11-66-749-3|10-94-2099-1|10-59-435-2|10-88-936-1|10-59-435-1|10-65-420-7|11-66-720-1|10-57-409-3|10-89-1224-4|10-57-1278-4|10-65-415-2|10-57-411-3|10-59-435-5|10-94-2098-1
140,11-67-1120-1,Where can I get applications for Rock Laboratory service?,1,1,1,1,1,11-67-1120-1|11-67-1120-2|11-67-1116-1|2-22-700-6|11-67-1117-1|10-55-1288-3|8-45-1111-2|8-45-1110-2|11-67-1117-2|12-71-767-3|8-45-1112-2|8-45-1111-1|11-66-732-3|8-45-1113-2|11-67-1269-8
141,11-66-738-1,What are the charges for getting local ticket service?,0,0,0,0,0,4-91-1164-1|4-27-432-3|4-27-454-2|10-57-1645-2|4-27-434-3|4-27-434-2|10-64-466-3|10-65-390-4|5-32-467-3|10-57-411-3|2-23-759-1|4-27-432-2|10-57-410-3|5-32-470-3|2-22-708-1
142,11-67-837-2,What is the telephone number of LLRC Division?,1,1,1,1,1,11-67-837-2|10-62-837-3|5-31-1122-2|10-62-837-2|3-26-864-3|3-25-844-2|11-67-837-1|5-32-706-2|10-62-837-1|2-22-711-2|3-26-765-2|2-22-700-3|8-48-694-2|6-37-380-1|8-47-699-2
143,1-16-618-1,What are the main courses in the Employment Guidelines for Technical College Graduates?,1,1,1,1,1,1-16-618-1|1-16-614-1|1-20-2114-2|1-20-2114-1|1-20-2113-1|1-20-2113-2|1-20-2113-3|1-16-823-1|1-16-614-2|1-16-614-4|10-58-823-1|1-20-2115-1|1-20-2114-3|1-16-824-1|1-20-2115-2
144,1-87-951-1,How to request Ayurvedic books to public libraries?,1,1,1,1,1,1-87-951-1|7-43-626-1|10-57-920-2|7-39-959-1|10-62-950-1|4-97-1484-1|10-57-920-1|11-67-1484-1|6-36-958-1|1-87-1085-1|8-47-1254-1|1-15-919-1|1-87-665-1|7-41-953-1|4-27-1465-1
145,1-87-662-1,What are the main services related to Departmental Administration and Documentation by the Establishment Division of Department of Educational Publishing?,1,1,1,1,1,1-87-662-1|1-87-661-1|1-87-658-1|1-87-657-1|1-87-659-1|1-87-663-1|1-87-660-1|1-87-656-1|1-20-2116-1|1-87-664-1|1-87-1481-1|1-20-2117-1|1-15-608-1|11-66-734-2|10-55-731-2
146,1-16-1166-1,"What is the main function of the 'recognition of the rule' service, and what is the documentation required for it?",0,0,0,1,1,10-57-859-2|5-28-859-2|5-28-933-2|5-29-486-6|5-28-859-3|5-29-487-5|1-16-1166-1|10-65-397-5|6-34-845-5|10-65-402-4|10-88-932-2|10-88-933-2|10-88-932-6|5-28-514-1|9-54-485-11
147,1-16-1602-3,What is the condition under which a certificate which is not eligible for service on ships which are part of the vessel engines of hydrogen tankers can be issued?,1,1,1,1,1,1-16-1602-3|1-16-1600-3|1-16-1602-1|1-16-1602-2|1-16-1602-6|1-16-1600-2|1-16-1602-4|1-16-1600-7|6-36-1609-1|6-36-1609-2|6-36-1610-1|1-16-1600-1|6-36-1608-2|1-16-1600-5|1-16-1600-4
148,1-16-1423-1,What are some of the key features available on the TVEC website?,1,1,1,1,1,1-16-1423-1|1-16-1267-1|1-16-941-1|1-16-1423-2|1-16-941-2|1-16-938-2|1-16-941-3|1-16-1423-3|1-16-938-3|1-16-938-1|1-16-943-2|8-47-1345-1|1-87-657-1|11-67-1345-1|8-48-1459-1
149,1-16-773-1,"Application Procedure for Vocational Training Standards, Deadline for Submission and Documentation",0,1,1,1,1,1-16-777-2|1-16-773-1|1-16-944-2|1-16-777-1|1-16-782-1|1-16-783-1|1-16-786-1|1-16-1103-2|1-16-1103-3|5-28-933-2|1-16-944-1|1-16-782-2|1-16-1103-5|1-16-779-1|1-16-620-1
150,1-16-1607-2,What are the essential documents required to re-examine a continuous dismissal certificate (CDC)?,0,1,1,1,1,1-16-1606-1|1-16-1607-2|1-16-1607-1|6-93-842-3|6-36-1608-2|7-40-991-5|1-16-1606-2|6-34-845-4|6-34-845-3|9-50-359-2|2-22-708-2|10-65-398-5|6-35-845-3|5-31-453-3|6-35-845-4
151,1-20-2114-1,Whose purpose is the design of the Diploma Courses in Human Resource Management?,0,1,1,1,1,1-20-2114-2|1-20-2114-1|1-20-2114-3|1-20-2113-2|1-20-2115-1|1-20-2113-1|1-20-2113-3|1-20-2115-2|1-20-2115-3|1-16-618-1|1-20-2116-1|1-16-820-1|1-20-2117-1|1-87-658-1|1-16-2254-1
152,1-87-658-1,What are the main responsibilities of the Department of Educational publishing in relation to the curriculum production and quality improvement programmes of the Department of Planning?,1,1,1,1,1,1-87-658-1|1-87-659-1|1-87-661-1|1-87-657-1|1-87-662-1|1-87-656-1|1-87-663-1|1-87-660-1|1-16-822-1|5-28-933-2|1-20-2116-1|1-20-2113-3|12-95-988-1|10-88-933-2|7-43-626-1
153,1-16-1109-1,Where can I get more information about Vocational Education and Training Centres provided by the Authority?,1,1,1,1,1,1-16-1109-1|1-16-1103-1|1-16-777-1|1-16-1103-3|1-16-943-2|1-16-786-1|1-16-1103-4|1-16-943-1|1-16-1103-2|1-16-823-1|1-16-616-2|1-16-1423-1|1-16-782-1|1-16-773-1|1-16-944-4
154,1-16-781-1,What is the fee to be paid for entrepreneurs development schemes?,0,0,0,0,1,10-57-1270-2|10-55-1269-5|10-89-1269-5|7-43-1270-2|8-44-1270-2|11-67-1269-4|10-62-1276-2|10-59-1269-5|10-62-1269-5|8-44-1269-4|1-16-781-1|10-59-1270-2|2-22-707-2|1-16-619-1|8-47-692-1
155,1-87-665-1,How many bookstores are maintained by the Department of Educational Press and what kind of books can be purchased there?,1,1,1,1,1,1-87-665-1|1-87-659-1|1-87-664-1|1-87-662-1|1-87-658-1|1-87-656-1|7-43-626-1|1-87-951-1|1-87-657-1|1-87-1481-1|1-87-1085-1|1-87-663-1|4-97-1484-1|1-87-661-1|11-67-1484-1
156,1-16-1421-1,What are the main objectives of the Research Cell for the Development of Vocational Education and Training (TVET)?,1,1,1,1,1,1-16-1421-1|1-16-1423-1|1-16-943-1|1-16-941-1|1-16-938-1|1-16-1267-1|1-16-941-2|1-87-661-1|1-16-938-2|1-16-943-2|1-16-943-3|1-16-944-4|1-16-786-1|10-60-1528-3|1-16-823-1
157,1-15-608-1,"What are the fees for educational services provided by the Education Division of Wildlife Park, in particular for lectures, exhibitions and guided tours for BSC graduates?",1,1,1,1,1,1-15-608-1|4-97-1478-1|4-91-613-1|1-16-938-3|1-16-614-3|12-71-766-1|8-48-1459-1|4-91-1164-1|1-16-777-2|1-16-742-1|1-87-1481-1|1-16-938-2|12-70-1435-2|4-91-1095-1|2-21-605-2
